ID,Description,p.adjust,k,K,enr_ratio,geneID
GO:1901990,regulation of mitotic cell cycle phase transition,6.738928080957898e-4,42,223,2.0402140893967884,ANLN/AURKA/AURKB/BIRC5/BLM/BUB1/BUB1B/CCNB1/CCNE2/CDC20/CDC25B/CDC25C/CDC6/CDC7/CDCA5/CDK1/CDKN1A/CDKN2C/CENPE/CENPF/CHEK1/CLSPN/CYP1A1/DLGAP5/ESPL1/EZH2/GJC2/IER3/MAD2L1/MDM2/MIIP/MRE11/NBN/PLK1/PLK3/RRM2/RRM2B/TRIP13/TTK/UBE2C/WNT10B/XPC
GO:0051784,negative regulation of nuclear division,8.135367128493868e-4,13,35,4.023524248409041,AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CENPF/CHEK1/LIF/MAD2L1/PLK1/TRIP13/TTK
GO:0033046,negative regulation of sister chromatid segregation,8.602804494597847e-4,11,26,4.583008389460002,AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CENPF/MAD2L1/PLK1/TRIP13/TTK
GO:0032147,activation of protein kinase activity,9.11530083305508e-4,15,46,3.532358244840713,ADRA2A/ADRB2/ANGPT1/CHRNA3/CLSPN/ECT2/FGF1/GAS6/JAK2/MT3/TLR6/TNFRSF10A/TNFRSF10B/TNFSF15/TPX2
GO:0051347,positive regulation of transferase activity,0.00114833924282604,36,185,2.1079586498941336,ADRA2A/ADRB2/ANGPT1/APOA2/CDC20/CDKN1A/CENPE/CHRNA3/CIMAP3/CLSPN/DRD4/DSCC1/ECT2/EZH2/FGF1/FGF18/GAS6/JAK2/MAP3K10/MRE11/MT3/NBN/NOX4/PLK1/PSRC1/RFC2/RFC3/RFC4/TIGAR/TLR6/TNFRSF10A/TNFRSF10B/TNFSF15/TPX2/TRIB3/UBE2C
GO:0006959,humoral immune response,0.00120801562416149,23,95,2.622621068801035,ALOX5/BCL3/C4A/C4B/CXCL2/GATA6/GPR183/H2BC11/H2BC12/H2BC21/H2BC4/H2BC8/IL36RN/IL6/NOTCH1/NPPB/NPY/PLA2G6/POU2F2/RPS19/S100A9/SERPING1/TREM1
GO:0051985,negative regulation of chromosome segregation,0.00125542197719867,11,27,4.413267337998521,AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CENPF/MAD2L1/PLK1/TRIP13/TTK
GO:0042770,signal transduction in response to DNA damage,0.00167847338312247,28,131,2.3153574653205284,ANKRD1/BATF/BCL3/BLM/BRIP1/CDK1/CDKN1A/CHEK1/CHEK2/CLSPN/DTX3L/FANCD2/GADD45A/IER3/MAP2K6/MDM2/MRE11/MSH2/MUC1/NBN/PLK1/PPM1D/RAD51/SESN2/SNAI1/SNAI2/TRIAP1/XPC
GO:0071459,"protein localization to chromosome, centromeric region",0.00169962204486193,9,19,5.131215134610721,AURKB/BUB1B/CDK1/CENPA/H2BC11/H4C14/H4C15/H4C8/TTK
GO:0065004,protein-DNA complex assembly,0.0030569137388967,26,122,2.308579486792073,ANP32B/CDC45/CDT1/CENPA/CENPE/CENPF/DLGAP5/DMC1/ESR1/GMNN/H2BC11/H2BC21/H2BC4/H2BC8/H3C4/H4C14/H4C15/H4C8/HJURP/HMGB1/HMGB2/MCM2/RAD51/SOX9/THRA/WNT10B
GO:0051781,positive regulation of cell division,0.01874300153505686,14,54,2.808442851453604,AURKB/BIRC5/CDC25B/CDC6/CIT/ECT2/FGF1/FGF7/KIF20B/KIF23/RACGAP1/SSTR5/TGFA/TGFB3
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,0.01983320140688534,10,31,3.494375898121996,CXCL2/H2BC11/H2BC12/H2BC21/H2BC4/H2BC8/NPPB/NPY/RPS19/S100A9
GO:0007131,reciprocal meiotic recombination,0.02426598343077684,10,32,3.3851766513056836,BRIP1/DMC1/FANCD2/MND1/MRE11/RAD51/RAD54B/SLX4/TOP2A/TRIP13
GO:0140527,reciprocal homologous recombination,0.02426598343077684,10,32,3.3851766513056836,BRIP1/DMC1/FANCD2/MND1/MRE11/RAD51/RAD54B/SLX4/TOP2A/TRIP13
GO:0007617,mating behavior,0.02811539688077048,8,22,3.939114648792068,DRD1/EDNRB/NHLH2/OXTR/PPP1R1B/TACR1/TH/THRA
GO:0014075,response to amine,0.03143095883758157,11,39,3.055338926306668,CDK1/COMT/CPS1/DRD1/DRD4/JAK2/NR4A2/OXTR/PPP1R1B/RRM2B/TH
GO:0003073,regulation of systemic arterial blood pressure,0.03290583763925794,14,58,2.614757137560252,ADRB1/ADRB2/ADRB3/COMT/EDNRB/GAS6/IER3/NPPA/NPPB/OXTR/P2RX2/RASL10B/TACR1/TNNI3
GO:0007095,mitotic G2 DNA damage checkpoint signaling,0.0334275293664158,9,28,3.4818959842001314,BLM/CDK1/CDKN1A/CHEK1/CLSPN/IER3/MRE11/NBN/PLK1
GO:0071312,cellular response to alkaloid,0.03640477994108635,10,34,3.1860486129935843,BLM/CCNA2/CHEK1/COMT/CRHBP/MDM2/PPP1R1B/RAD51/TGM2/TH
GO:0000281,mitotic cytokinesis,0.03811030666072509,14,59,2.5704392199744848,ANLN/AURKB/BIRC5/CENPA/CIT/ECT2/ESPL1/IQGAP3/KIF20B/KIF23/KIF4A/PLK1/RACGAP1/STMN1
GO:0007631,feeding behavior,0.04385160764507683,12,47,2.765761349151878,ADRB3/CNTFR/DRD1/GDF15/MCHR1/MMP17/NPY/NR4A3/OPRD1/OXTR/TACR1/TH
GO:0009410,response to xenobiotic stimulus,0.04489009950702698,43,287,1.622997586131227,ADCYAP1R1/AIM2/ANKRD1/APOA2/BAK1/BCHE/CA9/CDK1/CDKN1A/CENPF/CES2/CHEK2/COMT/CPS1/CRHBP/CXCR4/CYP1A1/CYP2J2/CYP2W1/DRD1/DUSP6/FOSL1/GAS6/GATA6/GCLM/GPX1/GSTA2/HMGCS2/LRP8/MAP2K6/MCM7/MDM2/NPAS2/OXTR/PDE4A/PLIN2/PRKCB/RAD51/RAD54B/SULT1C4/TH/TIGAR/XPC
GO:0032465,regulation of cytokinesis,0.04735136933116594,13,54,2.6078397906354893,AURKA/AURKB/BIRC5/CDC25B/CDC6/CIT/ECT2/KIF20B/KIF23/PLK1/PLK3/RACGAP1/SSTR5
