Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
808,5200,0.905,0.111,1.7e-16,2.7e-15,CALM3
6941,644,1.44,0.178,1.73e-16,2.74e-15,TCF19
26137,660,-1.63,0.203,1.8e-16,2.85e-15,ZBTB20
375775,556,-3.2,0.405,1.87e-16,2.95e-15,PNPLA7
126668,101,-1.64,0.204,1.9e-16,3e-15,TDRD10
11338,3290,0.634,0.0773,1.91e-16,3.02e-15,U2AF2
405754,17.9,-4.32,0.546,1.92e-16,3.03e-15,ERVFRD-1
9859,1120,1.19,0.147,1.94e-16,3.06e-15,CEP170
7286,613,-3.29,0.416,1.95e-16,3.07e-15,TUFT1
8038,4600,3.81,0.482,1.97e-16,3.11e-15,ADAM12
6584,209,-1.62,0.201,2.09e-16,3.3e-15,SLC22A5
375611,85.6,-1.22,0.151,2.14e-16,3.37e-15,SLC26A5
100129060,495,-0.911,0.112,2.27e-16,3.56e-15,SEMA3F-AS1
441531,80.8,1.42,0.176,2.3e-16,3.62e-15,PGAM4
396,7550,1.17,0.145,2.32e-16,3.64e-15,ARHGDIA
81570,330,1.28,0.159,2.39e-16,3.75e-15,CLPB
8549,204,-4.7,0.601,2.41e-16,3.78e-15,LGR5
908,2800,0.817,0.1,2.43e-16,3.8e-15,CCT6A
10959,4810,0.744,0.0912,2.51e-16,3.92e-15,TMED2
137872,180,-3.37,0.429,2.52e-16,3.93e-15,ADHFE1
10460,779,2.04,0.255,2.52e-16,3.94e-15,TACC3
8495,615,-1.29,0.16,2.68e-16,4.18e-15,PPFIBP2
5328,3870,2.67,0.337,2.73e-16,4.25e-15,PLAU
8850,770,-1.26,0.157,2.73e-16,4.25e-15,KAT2B
79608,314,-2.38,0.3,2.77e-16,4.3e-15,RIC3
79815,1100,-1.92,0.242,2.81e-16,4.37e-15,NIPAL2
5010,220,-3.26,0.415,2.92e-16,4.54e-15,CLDN11
107985017,26.2,2.92,0.37,3.05e-16,4.74e-15,NA
112616,403,1.17,0.145,3.05e-16,4.74e-15,CMTM7
9002,170,3.04,0.386,3.17e-16,4.91e-15,F2RL3
202243,182,-1.2,0.15,3.18e-16,4.92e-15,CCDC125
55872,221,3.55,0.451,3.19e-16,4.94e-15,PBK
51455,809,-0.81,0.0999,3.23e-16,4.99e-15,REV1
140612,178,-1.1,0.137,3.29e-16,5.09e-15,ZFP28
79148,580,-1.84,0.231,3.33e-16,5.14e-15,MMP28
10089,178,-5.02,0.644,3.35e-16,5.16e-15,KCNK7
54532,811,-1.9,0.24,3.45e-16,5.31e-15,USP53
27044,3720,1.03,0.128,3.45e-16,5.31e-15,SND1
9055,717,2.05,0.258,3.45e-16,5.31e-15,PRC1
22919,2470,0.898,0.111,3.48e-16,5.35e-15,MAPRE1
84000,241,-5.16,0.665,3.49e-16,5.36e-15,TMPRSS13
113146,2830,-3.43,0.438,3.53e-16,5.41e-15,AHNAK2
6853,32.1,2.11,0.266,3.63e-16,5.57e-15,SYN1
29940,1960,1.07,0.133,3.66e-16,5.61e-15,DSE
51409,406,-0.737,0.091,3.67e-16,5.62e-15,HEMK1
4059,2100,-1.45,0.182,3.71e-16,5.68e-15,BCAM
79858,160,-0.912,0.113,3.74e-16,5.72e-15,NEK11
677769,34.7,-1.72,0.216,3.77e-16,5.75e-15,NA
79993,334,-3.97,0.51,3.77e-16,5.75e-15,ELOVL7
54443,682,3.18,0.405,3.78e-16,5.76e-15,ANLN
55561,477,-4.91,0.631,3.81e-16,5.8e-15,CDC42BPG
10452,1030,1.35,0.169,3.97e-16,6.04e-15,TOMM40
259307,396,1.95,0.245,4.05e-16,6.17e-15,IL4I1
130749,84,-1.09,0.136,4.07e-16,6.19e-15,CPO
92421,127,-4.57,0.587,4.11e-16,6.24e-15,CHMP4C
11344,2120,1.22,0.152,4.14e-16,6.28e-15,TWF2
619207,72.7,-2.19,0.277,4.17e-16,6.31e-15,SCART1
9641,354,1.51,0.189,4.17e-16,6.31e-15,IKBKE
55930,471,-1.77,0.224,4.33e-16,6.55e-15,MYO5C
10158,156,-6.01,0.776,4.35e-16,6.58e-15,PDZK1IP1
105377548,24.3,-4.7,0.608,4.46e-16,6.74e-15,NA
9463,424,-1.1,0.137,4.55e-16,6.87e-15,PICK1
9254,84.2,-2.35,0.3,4.57e-16,6.9e-15,CACNA2D2
23191,3200,0.585,0.0723,4.59e-16,6.91e-15,CYFIP1
4751,117,3.24,0.414,4.75e-16,7.16e-15,NEK2
147081,128,-2.32,0.296,4.79e-16,7.21e-15,LINC02210
51601,107,-1.21,0.152,4.88e-16,7.34e-15,LIPT1
79758,336,-1.31,0.164,5.02e-16,7.54e-15,DHRS12
28989,515,0.982,0.122,5.04e-16,7.57e-15,NTMT1
100419170,20.2,4.12,0.528,5.09e-16,7.63e-15,NA
11099,925,-1.01,0.126,5.11e-16,7.67e-15,PTPN21
406886,24.3,-1.61,0.203,5.19e-16,7.77e-15,MIRLET7D
7873,1310,1.64,0.207,5.23e-16,7.83e-15,MANF
7556,202,-1.43,0.18,5.27e-16,7.87e-15,ZNF10
55829,1440,0.989,0.123,5.32e-16,7.95e-15,SELENOS
284459,716,-0.897,0.112,5.34e-16,7.98e-15,ZNF875
66004,384,-2.63,0.337,5.35e-16,7.98e-15,LYNX1
80108,41.5,-2.25,0.286,5.42e-16,8.08e-15,ZFP2
27304,202,0.804,0.1,5.46e-16,8.14e-15,MOCS3
107984270,69.8,-3.93,0.509,5.83e-16,8.68e-15,NA
6855,65.5,-1.55,0.195,5.89e-16,8.76e-15,SYP
613037,228,-1.38,0.173,5.97e-16,8.87e-15,NPIPB13
54221,60.5,-2.14,0.272,6.01e-16,8.92e-15,SNTG2
132014,380,-2.18,0.279,6.21e-16,9.21e-15,IL17RE
55388,151,2.99,0.384,6.23e-16,9.23e-15,MCM10
441239,26,-4.01,0.515,6.25e-16,9.25e-15,NA
5412,1450,-0.906,0.113,6.5e-16,9.61e-15,UBL3
9088,239,2.31,0.295,6.58e-16,9.73e-15,PKMYT1
11339,44.4,1.59,0.201,6.91e-16,1.02e-14,OIP5
54187,741,1.22,0.153,6.99e-16,1.03e-14,NANS
102800310,26.4,2.12,0.269,7.08e-16,1.04e-14,NA
102723694,132,-2.09,0.266,7.16e-16,1.05e-14,NA
2840,116,-3.23,0.417,7.24e-16,1.07e-14,GPR17
23065,1060,0.854,0.107,7.28e-16,1.07e-14,EMC1
414236,950,2.48,0.318,7.35e-16,1.08e-14,C10orf55
9860,524,-1.05,0.132,7.41e-16,1.09e-14,LRIG2
7416,3050,1.14,0.144,7.62e-16,1.12e-14,VDAC1
6468,1000,-1.23,0.155,7.96e-16,1.17e-14,FBXW4
582,513,-0.795,0.0995,8.06e-16,1.18e-14,BBS1
1265,5200,1.6,0.202,8.07e-16,1.18e-14,CNN2
51014,1410,0.576,0.0718,8.27e-16,1.21e-14,TMED7
9028,37.2,-2.56,0.329,8.45e-16,1.24e-14,RHBDL1
54442,811,1.12,0.141,8.5e-16,1.24e-14,KCTD5
83442,5740,1.4,0.178,8.77e-16,1.28e-14,SH3BGRL3
152519,214,-5.41,0.708,8.82e-16,1.29e-14,NIPAL1
105377979,79,-3.04,0.393,9.07e-16,1.32e-14,NA
730091,35.9,-2.4,0.31,9.12e-16,1.33e-14,TIPARP-AS1
5367,24.8,1.73,0.22,9.16e-16,1.33e-14,PMCH
126792,593,1.38,0.175,9.19e-16,1.34e-14,B3GALT6
440145,290,1.05,0.132,9.23e-16,1.34e-14,MZT1
162515,36.3,-2.96,0.383,9.37e-16,1.36e-14,SLC16A11
100506742,20.4,-3.69,0.48,9.6e-16,1.39e-14,CASP12
89876,38.7,-2.67,0.343,9.63e-16,1.4e-14,CFAP91
10945,3520,1.12,0.141,9.72e-16,1.41e-14,KDELR1
9564,2140,1.48,0.188,9.77e-16,1.42e-14,BCAR1
7922,3990,1.34,0.171,1.01e-15,1.47e-14,SLC39A7
65258,629,-0.844,0.106,1.04e-15,1.51e-14,MPPE1
375513,123,-2.1,0.27,1.05e-15,1.52e-14,NA
2079,2000,0.791,0.0994,1.06e-15,1.53e-14,ERH
107985711,9.47,4.41,0.56,1.08e-15,1.55e-14,LINC01283
374955,1390,0.816,0.103,1.08e-15,1.55e-14,SPATA21
1795,99,-2.62,0.339,1.09e-15,1.57e-14,DOCK3
1675,17800,-4.09,0.534,1.11e-15,1.59e-14,CFD
7052,3120,3.2,0.414,1.11e-15,1.59e-14,TGM2
283848,314,-3.53,0.46,1.11e-15,1.6e-14,CES4A
285,819,1.87,0.239,1.12e-15,1.6e-14,ANGPT2
90990,711,-2.85,0.37,1.12e-15,1.61e-14,KIFC2
254295,317,-1.49,0.19,1.17e-15,1.67e-14,PHYHD1
79801,407,2.54,0.328,1.21e-15,1.73e-14,SHCBP1
101928517,29.2,2.65,0.343,1.21e-15,1.74e-14,NA
55884,1260,0.801,0.101,1.24e-15,1.77e-14,WSB2
8863,1050,-2.03,0.262,1.26e-15,1.8e-14,PER3
55135,225,0.841,0.106,1.3e-15,1.86e-14,WRAP53
5832,1670,1.3,0.165,1.31e-15,1.87e-14,ALDH18A1
170384,429,1.09,0.138,1.32e-15,1.88e-14,FUT11
4886,528,-6.17,0.816,1.35e-15,1.92e-14,NPY1R
115106,352,0.969,0.123,1.36e-15,1.94e-14,HAUS1
196047,521,-2.37,0.307,1.4e-15,1.99e-14,EMX2OS
54897,644,-3.78,0.494,1.42e-15,2.02e-14,CASZ1
378,5870,1.32,0.168,1.44e-15,2.05e-14,ARF4
6878,858,0.638,0.0803,1.45e-15,2.06e-14,TAF6
3676,555,1.89,0.244,1.47e-15,2.09e-14,ITGA4
142,2230,1.04,0.132,1.48e-15,2.1e-14,PARP1
6631,1040,0.973,0.123,1.5e-15,2.12e-14,SNRPC
10903,374,-1.54,0.197,1.51e-15,2.13e-14,MTMR11
101929280,16.3,-2.47,0.32,1.54e-15,2.18e-14,NA
284440,77.8,-1.88,0.242,1.57e-15,2.21e-14,NA
10178,120,-3.44,0.452,1.57e-15,2.22e-14,TENM1
55806,930,-4.08,0.536,1.58e-15,2.22e-14,HR
64858,321,0.987,0.125,1.63e-15,2.3e-14,DCLRE1B
113177,45,-2.07,0.268,1.65e-15,2.32e-14,IZUMO4
79642,322,2.6,0.338,1.72e-15,2.42e-14,ARSJ
23406,5090,2.17,0.282,1.74e-15,2.45e-14,COTL1
2774,358,-1.57,0.203,1.75e-15,2.46e-14,GNAL
100132417,83.2,3.12,0.407,1.78e-15,2.5e-14,NA
440353,466,-1.29,0.165,1.8e-15,2.53e-14,NPIPB12
100507002,29.8,-2.32,0.302,1.83e-15,2.56e-14,NA
79019,105,2.84,0.37,1.83e-15,2.56e-14,CENPM
80228,1250,1.7,0.219,1.84e-15,2.58e-14,ORAI2
57348,61,-3.52,0.464,1.95e-15,2.72e-14,TTYH1
3755,64.6,2.93,0.383,1.95e-15,2.73e-14,KCNG1
4781,1630,-1.27,0.163,1.98e-15,2.76e-14,NFIB
55304,280,-2.66,0.349,2.02e-15,2.81e-14,SPTLC3
51287,678,0.802,0.102,2.02e-15,2.81e-14,COA4
55332,843,1.48,0.19,2.02e-15,2.82e-14,DRAM1
105372976,43.8,-1.69,0.218,2.04e-15,2.84e-14,NA
105372860,220,-1.02,0.13,2.05e-15,2.86e-14,NA
10061,626,0.986,0.126,2.1e-15,2.93e-14,ABCF2
151,149,-3.84,0.507,2.13e-15,2.96e-14,ADRA2B
54478,120,2.75,0.359,2.14e-15,2.97e-14,PIMREG
4016,2360,2.35,0.306,2.19e-15,3.04e-14,LOXL1
8208,196,1.21,0.155,2.29e-15,3.18e-14,CHAF1B
64097,430,-1.05,0.134,2.32e-15,3.21e-14,EPB41L4A
1613,2010,1.43,0.184,2.33e-15,3.23e-14,DAPK3
5998,2430,1.72,0.223,2.33e-15,3.23e-14,RGS3
1428,49,-3.36,0.443,2.33e-15,3.23e-14,CRYM
91894,27.9,-2.78,0.365,2.36e-15,3.27e-14,C11orf52
54799,577,-1.1,0.141,2.42e-15,3.34e-14,MBTD1
23395,374,0.733,0.0932,2.43e-15,3.36e-14,LARS2
66002,505,-5.72,0.764,2.45e-15,3.37e-14,CYP4F12
3276,2380,1.13,0.145,2.45e-15,3.37e-14,PRMT1
1974,4990,-1.13,0.144,2.46e-15,3.38e-14,EIF4A2
10952,1660,1.06,0.135,2.47e-15,3.4e-14,SEC61B
6900,35.2,-4.34,0.58,2.55e-15,3.51e-14,CNTN2
1284,38700,2.66,0.348,2.57e-15,3.53e-14,COL4A2
5499,2780,1.09,0.139,2.67e-15,3.66e-14,PPP1CA
730102,391,-1.17,0.15,2.69e-15,3.69e-14,NA
123904,11.8,-2.54,0.33,2.69e-15,3.69e-14,NRN1L
105378148,16.8,-5.21,0.672,2.73e-15,3.74e-14,NA
57337,472,-1.18,0.152,2.74e-15,3.75e-14,SENP7
284958,18,2.05,0.267,2.76e-15,3.77e-14,NT5DC4
2828,523,2.34,0.305,2.82e-15,3.86e-14,GPR4
7051,217,-4.49,0.597,2.85e-15,3.89e-14,TGM1
84570,122,-3.85,0.512,2.9e-15,3.96e-14,COL25A1
85378,1140,-0.985,0.126,2.93e-15,4e-14,TUBGCP6
10610,359,-3.15,0.417,2.97e-15,4.04e-14,ST6GALNAC2
2962,1690,0.69,0.0879,2.97e-15,4.04e-14,GTF2F1
51626,295,-0.982,0.126,2.98e-15,4.05e-14,DYNC2LI1
29957,975,1.09,0.14,2.99e-15,4.06e-14,SLC25A24
84516,1570,0.742,0.0947,3.03e-15,4.11e-14,DCTN5
64005,688,2,0.26,3.06e-15,4.15e-14,MYO1G
84525,2440,-5.31,0.71,3.09e-15,4.19e-14,HOPX
4983,267,-1.41,0.183,3.09e-15,4.2e-14,OPHN1
55707,1690,0.868,0.111,3.12e-15,4.22e-14,NECAP2
10574,3650,0.855,0.109,3.16e-15,4.28e-14,CCT7
79048,1140,-0.801,0.102,3.22e-15,4.35e-14,SECISBP2
144455,95.8,2.81,0.37,3.26e-15,4.4e-14,E2F7
100874203,1790,2.63,0.345,3.3e-15,4.46e-14,COL4A2-AS1
133619,1500,0.884,0.113,3.31e-15,4.47e-14,PRRC1
51264,607,0.779,0.0996,3.36e-15,4.53e-14,MRPL27
126014,332,2.12,0.277,3.37e-15,4.54e-14,OSCAR
8839,3580,-2.91,0.385,3.4e-15,4.59e-14,CCN5
10730,2460,0.449,0.0572,3.45e-15,4.64e-14,YME1L1
6749,2530,0.861,0.11,3.58e-15,4.81e-14,SSRP1
286336,469,1.83,0.238,3.64e-15,4.9e-14,FAM78A
10181,2920,-0.875,0.112,3.71e-15,4.98e-14,RBM5
105370550,52,-3.01,0.4,3.71e-15,4.98e-14,NA
55780,454,-0.758,0.0971,3.8e-15,5.09e-14,ERMARD
54557,404,1.19,0.154,3.92e-15,5.25e-14,SGTB
2131,1970,1.26,0.163,3.99e-15,5.35e-14,EXT1
5690,1780,0.945,0.122,3.99e-15,5.35e-14,PSMB2
5593,115,-4.21,0.564,4e-15,5.36e-14,PRKG2
1871,458,1.35,0.175,4.03e-15,5.38e-14,E2F3
7468,1330,0.929,0.12,4.08e-15,5.45e-14,NSD2
6844,1490,-0.954,0.123,4.13e-15,5.51e-14,VAMP2
23177,980,-0.94,0.121,4.2e-15,5.6e-14,CEP68
79735,1020,-0.936,0.121,4.21e-15,5.62e-14,TBC1D17
5476,4360,0.977,0.126,4.25e-15,5.66e-14,CTSA
1999,203,-5.74,0.772,4.36e-15,5.81e-14,ELF3
23208,664,1.01,0.131,4.41e-15,5.87e-14,SYT11
100287314,17.6,2.45,0.323,4.47e-15,5.95e-14,NA
7249,1770,-0.495,0.0634,4.51e-15,5.99e-14,TSC2
1978,994,2.17,0.285,4.53e-15,6.01e-14,EIF4EBP1
55592,72.9,-2.74,0.364,4.54e-15,6.02e-14,NA
101929719,21.1,-2.85,0.377,4.54e-15,6.02e-14,NA
10213,1050,1.04,0.134,4.56e-15,6.04e-14,PSMD14
7049,1690,-2.55,0.338,4.71e-15,6.23e-14,TGFBR3
2743,97.2,-2.18,0.288,4.73e-15,6.26e-14,GLRB
102724488,169,-2.18,0.288,4.75e-15,6.27e-14,SYT15B
728609,107,-1.29,0.168,4.8e-15,6.33e-14,NA
10916,4090,1.11,0.144,4.88e-15,6.44e-14,MAGED2
11076,372,-3.54,0.473,4.89e-15,6.45e-14,TPPP
7112,1080,0.975,0.126,5.06e-15,6.67e-14,TMPO
767558,1660,0.636,0.0817,5.07e-15,6.68e-14,NA
136319,1660,0.636,0.0817,5.07e-15,6.68e-14,MTPN
23481,1370,0.97,0.125,5.11e-15,6.72e-14,PES1
105375624,17.2,-1.92,0.252,5.13e-15,6.73e-14,WWP1-AS1
347734,1190,0.991,0.128,5.13e-15,6.73e-14,SLC35B2
3853,1890,-7.54,1.02,5.16e-15,6.77e-14,KRT6A
107984877,43.5,-3.97,0.53,5.24e-15,6.88e-14,NA
54863,414,1.51,0.197,5.35e-15,7.02e-14,TOR4A
55553,110,-3.31,0.443,5.37e-15,7.03e-14,SOX6
6665,157,-3.97,0.532,5.42e-15,7.09e-14,SOX15
6282,8470,1.26,0.164,5.46e-15,7.14e-14,S100A11
4082,4740,1.43,0.186,5.53e-15,7.23e-14,MARCKS
23246,718,1.15,0.149,5.61e-15,7.32e-14,BOP1
57333,6640,2.2,0.29,5.61e-15,7.33e-14,RCN3
53832,194,-5.21,0.704,5.77e-15,7.52e-14,IL20RA
80817,311,-0.837,0.108,5.78e-15,7.54e-14,CEP44
107282092,311,0.887,0.115,5.8e-15,7.55e-14,BOLA2-SMG1P6
9104,88.3,-2.7,0.36,5.89e-15,7.66e-14,RGN
57577,206,-1.36,0.177,5.91e-15,7.69e-14,CCDC191
26013,70.8,-2.08,0.275,6.17e-15,8.02e-14,L3MBTL1
4070,2000,-5.31,0.717,6.19e-15,8.04e-14,TACSTD2
253190,189,-2.18,0.29,6.2e-15,8.05e-14,SERHL2
128239,309,2.51,0.334,6.26e-15,8.12e-14,IQGAP3
64344,303,-3.92,0.528,6.35e-15,8.23e-14,HIF3A
10195,647,1.34,0.176,6.36e-15,8.23e-14,ALG3
197021,83.4,1.82,0.239,6.49e-15,8.4e-14,LCTL
5354,344,-4.17,0.563,6.66e-15,8.61e-14,PLP1
693216,13.6,-2.39,0.315,6.72e-15,8.69e-14,MIR631
10521,10100,-0.798,0.103,6.93e-15,8.96e-14,DDX17
27303,610,-1.84,0.244,7.05e-15,9.11e-14,RBMS3
2159,805,-4.4,0.595,7.11e-15,9.18e-14,F10
83706,1540,1.67,0.22,7.18e-15,9.26e-14,FERMT3
102724723,25.4,1.71,0.225,7.36e-15,9.47e-14,NA
102723775,80.5,-3.17,0.426,7.79e-15,1e-13,LINC01315
196483,264,1.03,0.134,7.89e-15,1.02e-13,EEF2KMT
60312,1340,1.07,0.139,7.91e-15,1.02e-13,AFAP1
55779,322,-1.55,0.205,7.91e-15,1.02e-13,CFAP44
51185,680,-0.732,0.0949,8.05e-15,1.03e-13,CRBN
1869,298,2.04,0.271,8.11e-15,1.04e-13,E2F1
9076,1660,-5.71,0.777,8.26e-15,1.06e-13,CLDN1
65264,2050,0.835,0.108,8.4e-15,1.08e-13,UBE2Z
23252,389,-1.15,0.151,8.46e-15,1.08e-13,OTUD3
26121,1260,0.66,0.0855,8.55e-15,1.09e-13,PRPF31
57396,625,-1.38,0.182,8.68e-15,1.11e-13,CLK4
11335,2360,0.768,0.0997,8.69e-15,1.11e-13,CBX3
110806298,38,-2.5,0.335,8.71e-15,1.11e-13,C17orf113
1101,109,-3.12,0.419,8.73e-15,1.11e-13,CHAD
8483,3530,-5.13,0.698,8.76e-15,1.12e-13,CILP
100506990,300,-1.44,0.19,8.77e-15,1.12e-13,NA
4200,1150,1.48,0.196,9.08e-15,1.16e-13,ME2
27143,764,1.16,0.152,9.21e-15,1.17e-13,PALD1
729085,147,-2.55,0.342,9.21e-15,1.17e-13,GASK1A
64067,29.6,-2.41,0.324,9.22e-15,1.17e-13,NPAS3
100128731,2120,0.873,0.114,9.22e-15,1.17e-13,OST4
399668,71.6,-1.93,0.257,9.62e-15,1.22e-13,SMIM10L2A
6490,432,-4.92,0.67,9.64e-15,1.22e-13,PMEL
54963,817,-0.576,0.0747,9.77e-15,1.24e-13,UCKL1
4926,4730,-0.759,0.0988,1.01e-14,1.27e-13,NUMA1
158787,19.6,-1.75,0.232,1.02e-14,1.29e-13,RIBC1
6723,1400,1.43,0.19,1.02e-14,1.29e-13,SRM
57530,208,-5.85,0.8,1.05e-14,1.32e-13,CGN
83483,7330,1.15,0.151,1.07e-14,1.35e-13,PLVAP
83450,91.4,-1.35,0.178,1.07e-14,1.36e-13,DRC3
9311,42.9,-1.77,0.235,1.09e-14,1.37e-13,ASIC3
53353,74.1,-4.24,0.579,1.1e-14,1.38e-13,LRP1B
51029,1090,0.527,0.0684,1.1e-14,1.39e-13,DESI2
93986,121,-1.78,0.238,1.1e-14,1.39e-13,FOXP2
1417,325,-1.66,0.22,1.1e-14,1.39e-13,CRYBB3
998,6120,0.545,0.0708,1.12e-14,1.41e-13,CDC42
26508,710,1.76,0.234,1.12e-14,1.41e-13,HEYL
22902,1180,-1.11,0.146,1.13e-14,1.42e-13,RUFY3
105371870,46.1,-2.89,0.391,1.15e-14,1.44e-13,NA
9600,793,1.23,0.162,1.16e-14,1.46e-13,PITPNM1
255027,86,-2.68,0.363,1.17e-14,1.47e-13,MPV17L
65260,372,1.05,0.137,1.18e-14,1.47e-13,COA7
8872,1230,0.718,0.0936,1.18e-14,1.48e-13,CDC123
51272,1650,0.767,0.1,1.19e-14,1.48e-13,BET1L
10217,982,-0.92,0.121,1.2e-14,1.5e-13,CTDSPL
23601,827,3.81,0.515,1.21e-14,1.51e-13,CLEC5A
107985014,54.6,-2.8,0.377,1.21e-14,1.51e-13,NA
9961,3660,0.915,0.12,1.22e-14,1.52e-13,MVP
10459,611,1.13,0.148,1.23e-14,1.54e-13,MAD2L2
54499,1490,0.558,0.0724,1.25e-14,1.56e-13,TMCO1
100996492,18,-3.45,0.468,1.26e-14,1.56e-13,CTXND1
2193,974,1.08,0.143,1.27e-14,1.58e-13,FARSA
107984947,133,0.836,0.109,1.33e-14,1.65e-13,NA
9796,194,-2.84,0.385,1.33e-14,1.66e-13,PHYHIP
149483,53.7,-1.82,0.243,1.33e-14,1.66e-13,CCDC17
160,2360,0.752,0.0984,1.34e-14,1.66e-13,AP2A1
102724826,82.3,-0.976,0.128,1.36e-14,1.68e-13,ZNF337-AS1
56977,196,-2.25,0.304,1.37e-14,1.7e-13,STOX2
4486,232,-4.33,0.593,1.39e-14,1.73e-13,MST1R
56623,479,-0.676,0.0884,1.4e-14,1.73e-13,INPP5E
57129,472,0.839,0.11,1.42e-14,1.75e-13,MRPL47
11031,5220,1.62,0.217,1.43e-14,1.77e-13,RAB31
554,102,-2.04,0.274,1.45e-14,1.8e-13,AVPR2
440300,112,-2.06,0.277,1.47e-14,1.82e-13,NA
654483,211,1.24,0.164,1.48e-14,1.83e-13,BOLA2B
27076,2770,-5.85,0.806,1.51e-14,1.86e-13,LYPD3
101927189,46.7,-4.84,0.663,1.53e-14,1.88e-13,MLIP
790952,15.3,-5.94,0.851,1.53e-14,1.88e-13,ESRG
967,20300,1.08,0.143,1.53e-14,1.89e-13,CD63
7164,421,-2.2,0.296,1.58e-14,1.94e-13,TPD52L1
4915,2170,-4.39,0.602,1.59e-14,1.95e-13,NTRK2
375057,244,-3.5,0.478,1.6e-14,1.96e-13,STUM
5333,554,-1.21,0.16,1.6e-14,1.96e-13,PLCD1
6696,22800,5.58,0.761,1.63e-14,2e-13,SPP1
9651,585,-4.37,0.6,1.63e-14,2e-13,PLCH2
29978,858,0.588,0.0769,1.64e-14,2.01e-13,UBQLN2
89795,259,-1.73,0.232,1.67e-14,2.05e-13,NAV3
11149,224,1.56,0.208,1.69e-14,2.07e-13,POPDC1
9252,226,-1.69,0.227,1.69e-14,2.07e-13,RPS6KA5
22925,953,-1.97,0.266,1.7e-14,2.08e-13,PLA2R1
8626,958,-5.25,0.722,1.7e-14,2.08e-13,TP63
25940,1150,0.986,0.13,1.71e-14,2.09e-13,FAM98A
1994,1410,0.821,0.108,1.72e-14,2.09e-13,ELAVL1
10576,2110,1.06,0.14,1.75e-14,2.14e-13,CCT2
8754,3350,1.27,0.169,1.76e-14,2.14e-13,ADAM9
51177,1630,1.64,0.22,1.78e-14,2.17e-13,PLEKHO1
1314,5070,0.806,0.106,1.82e-14,2.21e-13,COPA
105369775,17.8,-6.48,0.996,1.85e-14,2.25e-13,NA
163259,335,-3.45,0.472,1.85e-14,2.25e-13,DENND2C
80328,70.9,3,0.408,1.86e-14,2.26e-13,ULBP2
54541,2820,1.88,0.252,1.87e-14,2.27e-13,DDIT4
105369154,917,-1.12,0.148,1.91e-14,2.32e-13,NA
57617,768,1.06,0.14,1.91e-14,2.32e-13,VPS18
729978,70.1,-1.53,0.204,1.92e-14,2.32e-13,NPIPB2
79174,989,1.04,0.137,1.93e-14,2.34e-13,CRELD2
90987,511,-1.2,0.159,1.95e-14,2.36e-13,ZNF251
65123,1500,-0.827,0.109,1.95e-14,2.36e-13,INTS3
994,1500,0.982,0.13,1.96e-14,2.36e-13,CDC25B
29068,765,-0.97,0.128,1.97e-14,2.37e-13,ZBTB44
5538,6110,1.09,0.145,1.99e-14,2.4e-13,PPT1
643180,140,-1.42,0.189,2.01e-14,2.42e-13,NA
56925,453,1.45,0.194,2.06e-14,2.48e-13,LXN
3735,2340,0.748,0.0986,2.1e-14,2.52e-13,KARS1
100750246,249,2.4,0.326,2.15e-14,2.59e-13,NA
3691,1900,-2.75,0.375,2.17e-14,2.61e-13,ITGB4
56256,331,-2.65,0.361,2.23e-14,2.68e-13,SERTAD4
7353,1100,0.765,0.101,2.24e-14,2.69e-13,UFD1
7644,396,-1.39,0.186,2.26e-14,2.72e-13,ZNF91
91694,1310,-2.39,0.325,2.28e-14,2.74e-13,LONRF1
6433,1370,-0.616,0.0811,2.3e-14,2.75e-13,SFSWAP
6632,666,1.12,0.148,2.31e-14,2.77e-13,SNRPD1
55224,106,-1.14,0.151,2.35e-14,2.81e-13,ETNK2
100128071,78.7,-1.61,0.217,2.36e-14,2.82e-13,FAM229A
80013,610,-0.567,0.0747,2.36e-14,2.82e-13,MINDY3
56659,45.9,2.67,0.363,2.37e-14,2.82e-13,KCNK13
8153,48.6,-2.32,0.315,2.4e-14,2.87e-13,RND2
440918,117,-1.39,0.187,2.46e-14,2.94e-13,NA
1241,1240,-2.89,0.396,2.55e-14,3.04e-13,LTB4R
9447,103,2.89,0.395,2.56e-14,3.05e-13,AIM2
4234,293,1.35,0.18,2.69e-14,3.21e-13,METTL1
5863,1770,-0.68,0.09,2.73e-14,3.25e-13,RGL2
321,245,2.47,0.337,2.75e-14,3.27e-13,APBA2
359845,1280,1.59,0.215,2.76e-14,3.28e-13,RFLNB
201633,672,-1.46,0.197,2.77e-14,3.28e-13,TIGIT
55326,460,1.21,0.161,2.81e-14,3.33e-13,AGPAT5
81571,55.4,-2.04,0.277,2.86e-14,3.39e-13,MIR600HG
440295,179,-2.47,0.337,2.87e-14,3.4e-13,GOLGA6L9
375260,405,-1.06,0.142,2.95e-14,3.49e-13,NA
100506215,69,-1,0.134,3.02e-14,3.58e-13,PAXBP1-AS1
84073,22.8,-1.76,0.238,3.04e-14,3.6e-13,MYCBPAP
1462,10600,1.83,0.249,3.05e-14,3.6e-13,VCAN
7915,244,-2.34,0.32,3.13e-14,3.7e-13,ALDH5A1
284578,57.2,-3.52,0.488,3.2e-14,3.78e-13,NA
100533955,7050,1.25,0.168,3.22e-14,3.8e-13,NA
1001,230,-6.52,0.911,3.23e-14,3.8e-13,CDH3
