ID,Description,NGenes,Direction,PValue,FDR
WP3859,TGF beta signaling in thyroid cells for epithelial mesenchymal transition,18,Down,0.10286060104514617,0.3595127803519672
WP5193,Cholesterol synthesis disorders,17,Up,0.10400273990169188,0.36122964879268743
WP3613,Photodynamic therapy induced unfolded protein response,26,Down,0.10465954820762442,0.36122964879268743
WP619,Type II interferon signaling,33,Down,0.10485693971898843,0.36122964879268743
WP5514,DNAJB1 PRKACA fusion in fibrolamellar liver cancer,11,Up,0.10699682860617292,0.3668279276209323
WP197,Cholesterol biosynthesis pathway,15,Up,0.10750096212224544,0.3668279276209323
WP4396,Nonalcoholic fatty liver disease,148,Down,0.10846687469506919,0.3683780650021218
WP107,Translation factors,51,Down,0.10940145611178369,0.3689864026584565
WP4942,15q13 3 copy number variation syndrome,18,Up,0.11026194413043014,0.3689864026584565
WP1541,Energy metabolism,46,Up,0.11106816229403513,0.3689864026584565
WP2332,IL11 signaling,44,Down,0.11158004807078903,0.3689864026584565
WP2203,Thymic stromal lymphopoietin TSLP signaling,37,Down,0.11168706509840476,0.3689864026584565
WP3929,Chemokine signaling,150,Down,0.11228518240240636,0.3689864026584565
WP5302,Neolacto series sphingolipid metabolism,10,Down,0.11240575147921136,0.3689864026584565
WP2526,PDGF pathway,40,Down,0.11274584525675059,0.3689864026584565
WP3877,MYD88 distinct input output pathway,18,Down,0.11463699063783707,0.37019223986738
WP1601,Fluoropyrimidine activity,30,Down,0.1149367665299403,0.37019223986738
WP26,S1P receptor signal transduction,25,Down,0.11535498861291393,0.37019223986738
WP5181,Roles of ceramides in development of insulin resistance,20,Up,0.11543426008904427,0.37019223986738
WP3876,BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation,11,Up,0.11600479255283432,0.37019223986738
WP5063,FOXP3 in COVID 19,14,Down,0.11651509187224224,0.37019223986738
WP428,Wnt signaling,103,Up,0.11722312402884083,0.37019223986738
WP5385,Growth factors and hormones in beta cell proliferation,23,Down,0.11722754262467033,0.37019223986738
WP53,ID signaling,13,Down,0.11999892252135506,0.37558098853843186
WP4190,Mevalonate arm of cholesterol biosynthesis pathway,13,Up,0.12020507296039938,0.37558098853843186
WP2817,Mammary gland development pregnancy and lactation stage 3 of 4,41,Up,0.12049890048941356,0.37558098853843186
WP706,Sudden infant death syndrome SIDS susceptibility pathways,127,Up,0.1222268546192662,0.3780793461199194
WP4746,Thyroid hormones production and peripheral downstream signaling effects,74,Up,0.1223633812061356,0.3780793461199194
WP702,Metapathway biotransformation Phase I and II,110,Up,0.12370126542840823,0.3780793461199194
WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,21,Up,0.12442811114840832,0.3780793461199194
WP5521,SLC25A46 pathway,21,Down,0.12452160490500072,0.3780793461199194
WP2815,Mammary gland development involution stage 4 of 4,10,Down,0.12458810305442897,0.3780793461199194
WP5491,Transcriptional regulation of memory B cell differentiation,45,Down,0.12497622830075114,0.3780793461199194
WP5231,Hippocampal synaptogenesis and neurogenesis,22,Up,0.12651624999737893,0.38113682007578586
WP545,Complement activation,19,Up,0.12965349036515728,0.3874397055290593
WP2197,Endothelin pathways,25,Down,0.12968467921181012,0.3874397055290593
WP5526,Age related macular degeneration,17,Up,0.13062065399384212,0.3886234333701088
WP5124,Alzheimer 39 s disease,238,Down,0.13383854348661756,0.3962638372384761
WP2324,AGE RAGE pathway,65,Down,0.13451507246992792,0.3962638372384761
WP5265,Neurogenesis regulation in the olfactory epithelium,53,Up,0.13483977794920365,0.3962638372384761
WP5064,7 oxo C and 7 beta HC pathways,23,Up,0.1359850416734645,0.3980050000198961
WP4478,LTF danger signal response pathway,17,Down,0.13776932785022722,0.40159480183062185
WP364,IL6 signaling,42,Down,0.13913214232966736,0.40393202611838913
WP2374,Oncostatin M signaling,56,Down,0.14008833001038082,0.4047161197793185
WP3679,Cell type dependent selectivity of CCK2R signaling,11,Up,0.14052643047893004,0.4047161197793185
WP399,Wnt signaling and pluripotency,94,Up,0.14269512502116388,0.40932466141529084
WP5223,2q21 1 copy number variation syndrome,11,Down,0.1455424877376568,0.4143829246531354
WP4658,Small cell lung cancer,94,Down,0.1456095554683934,0.4143829246531354
WP5222,2q13 copy number variation syndrome,54,Down,0.1465163606372894,0.4146930938482189
WP2525,Trans sulfuration one carbon metabolism and related pathways,55,Up,0.14687047073791085,0.4146930938482189
WP4249,Hedgehog signaling,37,Up,0.1480050924932988,0.41538355525682236
WP2876,Pregnane X receptor pathway,18,Up,0.14957213116126483,0.41538355525682236
WP585,Interferon type I signaling,54,Down,0.14975800841334488,0.41538355525682236
WP2290,RalA downstream regulated genes,12,Down,0.15036688860409467,0.41538355525682236
WP5549,Tryptophan kynurenine pathway in post COVID syndrome,13,Down,0.1505243669863953,0.41538355525682236
WP2059,Alzheimer 39 s disease and miRNA effects,239,Down,0.15135053628651685,0.41538355525682236
WP497,Urea cycle and metabolism of amino groups,20,Down,0.15205607829669646,0.41538355525682236
WP5353,Macrophage stimulating protein MSP signaling,104,Down,0.15261131247785806,0.41538355525682236
WP15,Selenium micronutrient network,69,Down,0.15275657286971794,0.41538355525682236
WP205,IL7 signaling,20,Down,0.15306918145340706,0.41538355525682236
WP581,EPO receptor signaling,25,Down,0.15346114680321493,0.41538355525682236
WP3668,Hypothesized pathways in pathogenesis of cardiovascular disease,24,Down,0.15549663686013343,0.4178407578992246
WP3958,GPR40 role in insulin secretion,13,Up,0.15552961544026692,0.4178407578992246
WP4656,Joubert syndrome,73,Up,0.15694100835271158,0.42006515246822435
WP4352,Ciliary landscape,210,Down,0.15854885269102403,0.42096911806213105
WP3915,Angiopoietin like protein 8 regulatory pathway,121,Up,0.15890487525547406,0.42096911806213105
WP129,Matrix metalloproteinases,27,Down,0.15903277793458284,0.42096911806213105
WP5420,ADHD and autism ASD pathways,285,Up,0.16120868421534895,0.4251657605679533
WP5505,Glycosylphosphatidyl inositol anchor pathway,26,Up,0.1622608224393936,0.4263788034903773
WP2572,Primary focal segmental glomerulosclerosis FSGS,66,Down,0.16344198663491671,0.4279208377350547
WP5238,Cholestasis,13,Up,0.16466924735029445,0.42957194960946377
WP4961,STING pathway in Kawasaki like disease and COVID 19,20,Down,0.16859598004584123,0.4367618034594481
WP4719,Eicosanoid metabolism via cyclooxygenases COX,28,Up,0.16883717319934374,0.4367618034594481
WP3941,Oxidative damage response,39,Down,0.16952499033106458,0.4367618034594481
WP127,IL5 signaling,36,Down,0.16985181245645203,0.4367618034594481
WP4584,Biomarkers for pyrimidine metabolism disorders,14,Down,0.17120959968503183,0.43868651876591785
WP325,Triacylglyceride synthesis,19,Up,0.17266690561400957,0.4393445832282802
WP3933,Kennedy pathway from sphingolipids,13,Up,0.1726868292411157,0.4393445832282802
WP2018,RANKL RANK signaling,50,Down,0.17384569604428568,0.43986029701540763
WP732,Serotonin receptor 2 and ELK SRF GATA4 signaling,18,Down,0.17455409959955706,0.43986029701540763
WP4949,16p11 2 proximal deletion syndrome,70,Down,0.1747222846477869,0.43986029701540763
WP3611,Photodynamic therapy induced AP 1 survival signaling,48,Down,0.17682784275800692,0.44197934430440156
WP2806,Complement system,71,Down,0.17718936149781525,0.44197934430440156
WP5123,Mitochondrial fatty acid oxidation disorders,19,Up,0.17794155917718324,0.44197934430440156
WP3,Transcriptional activation by NRF2 in response to phytochemicals,14,Down,0.17801945812260617,0.44197934430440156
WP5033,Genes associated with the development of rheumatoid arthritis,18,Down,0.17931067153616878,0.4436552697802114
WP4722,Glycerolipids and glycerophospholipids,21,Up,0.18003553379290368,0.4439232340098995
WP5113,Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway,26,Down,0.18112618537267136,0.44449414372467305
WP2636,Common pathways underlying drug addiction,30,Down,0.1815017753542415,0.44449414372467305
WP111,Electron transport chain OXPHOS system in mitochondria,103,Down,0.18319867536786566,0.44712897038936705
