Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol,Entrez Gene ID
ENSG00000159685,150,-0.0229,0.113,0.777,0.89,CHCHD6,84303
ENSG00000287586,12.5,-0.0127,0.155,0.777,NA,NA,NA
ENSG00000289872,12.6,-0.0121,0.156,0.777,NA,NA,NA
ENSG00000147905,598,0.0219,0.078,0.777,0.89,ZCCHC7,84186
ENSG00000109572,2750,0.0114,0.0428,0.777,0.89,CLCN3,1182
ENSG00000165264,488,-0.019,0.0761,0.777,0.89,NDUFB6,4712
ENSG00000116254,12.2,0.0136,0.155,0.777,NA,CHD5,26038
ENSG00000111554,209,0.0226,0.104,0.777,0.89,SAXO6,56890
ENSG00000286656,30.9,-0.0172,0.148,0.777,0.89,NA,NA
ENSG00000198839,542,0.0199,0.0809,0.777,0.89,ZNF277,11179
ENSG00000263940,18.5,0.014,0.154,0.777,NA,RN7SL275P,106480997
ENSG00000100092,194,0.0237,0.114,0.777,0.89,SH3BP1,23616
ENSG00000273312,9.31,-0.01,0.158,0.777,NA,GJD4-AS1,140577505
ENSG00000122299,1860,-0.0141,0.0484,0.778,0.89,ZC3H7A,29066
ENSG00000237222,10.3,0.0118,0.156,0.778,NA,LINC01968,100507391
ENSG00000181408,10.8,0.0111,0.157,0.778,NA,UTS2R,2837
ENSG00000116711,18.9,0.0149,0.153,0.778,NA,PLA2G4A,5321
ENSG00000212125,9.61,0.0121,0.156,0.778,NA,TAS2R15P,266657
ENSG00000287177,8.79,0.00983,0.158,0.778,NA,NA,NA
ENSG00000270240,17.5,0.0144,0.154,0.778,NA,CCL5-AS1,105371745
ENSG00000224652,10.3,-0.0111,0.157,0.778,NA,LINC00885,401109
ENSG00000174804,443,0.0211,0.0889,0.778,0.891,FZD4,8322
ENSG00000118363,1130,0.0162,0.0619,0.778,0.891,SPCS2,9789
ENSG00000135747,23.4,0.0153,0.152,0.778,0.891,ZNF670-ZNF695,100533111
ENSG00000288840,8.13,-0.0099,0.158,0.778,NA,NA,NA
ENSG00000249839,44.7,0.015,0.153,0.778,0.891,NA,NA
ENSG00000289396,52.6,-0.0186,0.145,0.778,0.891,NA,NA
ENSG00000216895,59.5,0.021,0.137,0.779,0.891,RBM33-DT,100506302
ENSG00000300428,30.7,0.0174,0.148,0.779,0.891,LOC107987095,107987095
ENSG00000143498,122,0.023,0.118,0.779,0.891,TAF1A,9015
ENSG00000102316,7490,0.014,0.0519,0.779,0.891,MAGED2,10916
ENSG00000137547,784,0.0181,0.0712,0.779,0.891,MRPL15,29088
ENSG00000259088,19.4,-0.0155,0.152,0.779,0.891,NA,NA
ENSG00000159885,91.8,0.0225,0.127,0.779,0.891,ZNF222,7673
ENSG00000254694,10,-0.011,0.157,0.779,NA,NA,NA
ENSG00000275183,5.87,-0.00225,0.162,0.779,NA,LENG9,94059
ENSG00000102738,358,0.0211,0.0911,0.779,0.891,MRPS31,10240
ENSG00000181016,15.5,0.0115,0.157,0.779,NA,LSMEM1,286006
ENSG00000172057,1020,-0.0172,0.0676,0.779,0.891,ORMDL3,94103
ENSG00000137968,319,0.0207,0.0913,0.779,0.891,SLC44A5,204962
ENSG00000110700,4850,-0.013,0.0494,0.779,0.891,RPS13,6207
ENSG00000247774,15.9,-0.0141,0.153,0.779,NA,PCED1B-AS1,100233209
ENSG00000213590,19.7,0.0144,0.153,0.779,0.891,NA,NA
ENSG00000128563,727,-0.0167,0.0752,0.779,0.891,PRKRIP1,79706
ENSG00000164038,308,-0.0212,0.0934,0.78,0.891,SLC9B2,133308
ENSG00000249421,8.44,-0.011,0.157,0.78,NA,NA,NA
ENSG00000232450,13.1,-0.0119,0.156,0.78,NA,RPS2P14,100270827
ENSG00000088386,11.4,0.0107,0.157,0.78,NA,SLC15A1,6564
ENSG00000177380,124,-0.0219,0.123,0.78,0.891,PPFIA3,8541
ENSG00000282950,68.7,0.0216,0.132,0.78,0.891,NA,NA
ENSG00000232564,8.25,-0.0102,0.158,0.78,NA,MRTFA-AS1,101927257
ENSG00000100139,2500,0.0139,0.0487,0.78,0.892,MICALL1,85377
ENSG00000233695,25.5,-0.0164,0.15,0.78,0.892,NA,NA
ENSG00000186132,105,-0.0218,0.125,0.78,0.892,C2orf76,130355
ENSG00000117174,763,0.0184,0.0745,0.78,0.892,ZNHIT6,54680
ENSG00000087085,107,0.0222,0.125,0.78,0.892,ACHE,43
ENSG00000227053,6.59,-0.00811,0.159,0.78,NA,MUC12-AS1,102724094
ENSG00000137860,11.1,-0.0116,0.156,0.78,NA,SLC28A2,9153
ENSG00000289931,13.3,0.0124,0.156,0.781,NA,NA,NA
ENSG00000127530,26.6,-0.016,0.15,0.781,0.892,OR7C1,26664
ENSG00000074603,1720,-0.0138,0.053,0.781,0.892,DPP8,54878
ENSG00000125037,762,0.0183,0.073,0.781,0.892,EMC3,55831
ENSG00000105778,1690,-0.0132,0.0499,0.781,0.892,AVL9,23080
ENSG00000092847,2220,0.0131,0.0495,0.781,0.892,AGO1,26523
ENSG00000253227,22.1,0.0156,0.151,0.781,0.892,NA,NA
ENSG00000166004,584,0.0191,0.0765,0.781,0.892,CEP295,85459
ENSG00000175556,21,0.016,0.151,0.781,0.892,LONRF3,79836
ENSG00000131495,386,-0.02,0.0851,0.781,0.892,NDUFA2,4695
ENSG00000187997,14.6,-0.0133,0.154,0.781,NA,C17orf99,100141515
ENSG00000102043,18.3,-0.0144,0.153,0.781,NA,MTMR8,55613
ENSG00000213859,520,0.0201,0.0849,0.781,0.892,KCTD11,147040
ENSG00000139874,27.2,-0.0147,0.152,0.781,0.892,SSTR1,6751
ENSG00000151657,458,0.0194,0.0791,0.781,0.892,KIN,22944
ENSG00000180777,7.61,0.00971,0.158,0.781,NA,ANKRD30B,374860
ENSG00000283761,145,-0.0161,0.15,0.781,0.892,NA,NA
ENSG00000167380,460,-0.0191,0.0786,0.781,0.892,ZNF226,7769
ENSG00000171488,390,-0.0213,0.094,0.781,0.892,LRRC8C,84230
ENSG00000112624,512,-0.0196,0.0817,0.782,0.892,BICRAL,23506
ENSG00000115368,1120,0.0151,0.0576,0.782,0.892,WDR75,84128
ENSG00000203999,10.6,-0.0107,0.157,0.782,NA,LINC01270,284751
ENSG00000286959,12.2,0.0115,0.157,0.782,NA,NA,NA
ENSG00000293724,17.5,0.0131,0.154,0.782,NA,NA,NA
ENSG00000259660,10.3,-0.00202,0.162,0.782,NA,NA,NA
ENSG00000273723,12.7,-0.0113,0.156,0.782,NA,SUGT1-DT,116435302
ENSG00000305233,7.8,-0.00912,0.159,0.782,NA,NA,NA
ENSG00000010219,257,-0.0213,0.0954,0.782,0.893,DYRK4,8798
ENSG00000104381,373,-0.0203,0.0876,0.782,0.893,GDAP1,54332
ENSG00000256500,282,-0.0158,0.15,0.782,0.893,NA,NA
ENSG00000288107,9.75,-0.0108,0.157,0.782,NA,NA,NA
