ID,NES,pval,padj,size,leadingEdge
GO:0030857,-1.678190977787948,0.010697786816803641,0.10420436788219843,10,YAP1;SOX9;SMO
GO:1903241,-1.6649176623275441,0.01060744614569455,0.10420436788219843,18,SF3A2;SNRPD2;SNRPG;SF3B3;SNRPD1;PHF5A;SNRPF;SNRPE;SF3B2;SF3A1;SF3B5;SNRPA1;SNRPB2;SNRPD3;SF3B1
GO:0001942,-1.6503644462680296,0.01079932836972681,0.1046398080456161,26,TGFB2;SOX9;EGFR;RELA;LHX2;COL6A1;DKK1;ZMPSTE24;INHBA;LRP4
GO:0070886,1.8228496652237742,0.010920840172794145,0.10523741306478032,11,PPP3CA;AKAP6;PPP3CB;PPP3R1;SLC9A1;AKAP5;PPP3CC;CAMTA1;IGF1
GO:0002230,-1.6584594403964732,0.010975330422834233,0.10523741306478032,18,TRAF3IP2;APOBEC3G;PARP9;DTX3L;PML;MAVS;PYCARD;SELENOK
GO:0032495,-1.6742459650740003,0.011082133925019952,0.10571092516042348,10,TNFAIP3;RELA;NFKBIA;NOTCH1;ERBIN;IRF5;JAG1;CARD9
GO:0034142,-1.692288312456753,0.01146584298997726,0.108807303837877,27,TICAM1;LYN;MYD88;IRAK4;TLR4;TICAM2;LY96;RELA;NMI;CD14;NFKBIA;RIPK2
GO:0002027,1.7289459835382903,0.01158947612084804,0.10885829356367979,19,DRD2;SCN5A;GPD1L;RYR2;EDNRA;CALM2;SLC8A1;PDE4D;CALM1
GO:0005978,-1.6602495921075646,0.011583156657462382,0.10885829356367979,16,NR1D1;GYS1;GYG1;PPP1R3G;PPP1R3C;PTGES3;PGM2;UGP2;GYG2;AKT1;GYS2;GBE1;ACADM;AKT2
GO:0042476,-1.6994051898198388,0.011674975453101876,0.10910471984345459,15,TGFB2;PHEX;AQP3;ID3;AQP1;INHBA;RHOA;TGFB3
GO:0070374,-1.5304911306165394,0.011855364534466796,0.11023093993915843,116,CD44;ACKR3;DDR2;CD74;TLR4;FERMT2;EGFR;PRKD2;F2RL1;F2R;NOTCH2;FGF2;GNAI2;HLA-DRB1;NRP1;CD4;RAP1B;TREM2;CHI3L1;NOTCH1;ICAM1;TGFB1;MFHAS1;AKAP12;RIPK2;ANGPT1;MT3;LGALS9;APOE;INHBA;PDGFRB;ADRA1A;CFLAR;ACTA2;PYCARD;PRKCA;MAPK3;SHC1;PHB1;P2RY1;RAMP3;NOD1;PTPRC;CSF1R;FGFR3;CRKL;ARRB1;RAP1A
GO:0010875,-1.6483622201136046,0.011956355757496278,0.11041467885952376,18,PLTP;TREM2;NFKBIA;LRP1;CES1;APOE;NR1H3;SIRT1;RXRA;ABCA1;PTCH1;NR1H2
GO:0007189,1.5205758399135039,0.011995076464912956,0.11041467885952376,80,ADRA2A;VIP;VIPR1;PTHLH;ADGRB1;VIPR2;S1PR5;AKAP6;ADCY1;GPR12;GALR1;RXFP1;ADGRF5;GNAL;ADGRL1;APP;PRKAR1B;ADGRL2;ADCY7;ADCY6;CNR1;HTR4;PRKAR1A;GPR3;PTGER3;PTGER4;PRKAR2B;HTR5A
GO:0031663,-1.678186553913713,0.012062505880731546,0.11048295187277002,29,TICAM1;LYN;MYD88;IRAK4;TLR4;LY96;IRAK3;CD14;TLR2;NFKBIA;RIPK2;IRF3;MAPK3;IRAK1;NOS3;HCK;JAK2;IRAK2;AKT1;BCL10
