Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
100861548,1400,-0.0638,0.0883,0.398,0.604,PINK1-AS
105373234,14.3,0.0441,0.169,0.398,NA,NA
2653,2240,0.0622,0.0865,0.398,0.604,GCSH
9970,351,-0.0689,0.101,0.399,0.606,NR1I3
105371689,15.5,-0.0457,0.169,0.4,NA,NA
10163,11100,-0.0534,0.0666,0.4,0.607,WASF2
113444,2030,-0.0558,0.0738,0.401,0.607,SMIM12
101929609,127,-0.0745,0.135,0.402,0.608,LINC02918
199857,1150,-0.0612,0.0843,0.402,0.608,ALG14
23443,4260,-0.0617,0.0853,0.402,0.608,SLC35A3
101928089,8.68,-0.0327,0.17,0.403,NA,SMYD3-AS1
51112,1410,-0.067,0.0974,0.403,0.608,TRAPPC12
148523,1520,-0.059,0.0803,0.404,0.608,CIART
79906,168,0.0738,0.142,0.404,0.608,MORN1
100288069,149,-0.0743,0.13,0.404,0.608,NA
8510,56.9,-0.0678,0.156,0.404,0.608,MMP23B
9857,18000,-0.0647,0.0922,0.405,0.608,CEP350
9077,21,-0.0509,0.167,0.405,NA,DIRAS3
26097,7920,-0.0508,0.0624,0.405,0.608,CHTOP
348487,11.8,0.0376,0.17,0.406,NA,FAM131C
284942,11.4,-0.0399,0.169,0.406,NA,NA
200150,213,0.0725,0.117,0.406,0.61,PLD5
57645,18700,-0.0605,0.061,0.407,0.61,POGK
105371223,64.8,0.07,0.151,0.408,0.61,NA
100129620,83.8,-0.0716,0.146,0.408,0.61,PLPPR5-AS1
9887,19500,0.0472,0.0611,0.408,0.61,SMG7
106479524,45,0.0633,0.16,0.409,0.612,NA
4511,448,0.0678,0.102,0.411,0.613,NA
100534012,817,-0.0637,0.0918,0.411,0.613,SCNM1
107985246,429,0.0715,0.115,0.411,0.613,NA
493,8160,0.0505,0.0668,0.412,0.613,ATP2B4
22977,69.2,0.0688,0.152,0.412,0.613,AKR7A3
65243,860,-0.0655,0.097,0.412,0.613,ZFP69B
8497,4770,-0.0656,0.0971,0.412,0.613,PPFIA4
56776,1980,0.0546,0.074,0.413,0.614,FMN2
10262,5870,-0.0553,0.0759,0.414,0.614,SF3B4
102724830,95.1,0.0716,0.144,0.414,0.614,NA
51123,87.3,-0.0706,0.144,0.414,0.614,ZNF706
23139,6840,-0.0591,0.0831,0.414,0.614,MAST2
7150,127,0.0754,0.139,0.415,0.615,TOP1
100505975,13.1,0.039,0.169,0.418,NA,NA
8643,35.5,-0.0514,0.166,0.418,0.619,PTCH2
55821,9.52,0.0355,0.169,0.42,NA,ALLC
100132774,606,-0.0629,0.093,0.42,0.621,NA
112268223,93.9,0.0706,0.141,0.422,0.623,NA
2134,18.2,-0.0466,0.167,0.422,NA,EXTL1
23029,1990,0.0605,0.0882,0.423,0.625,RBM34
105378911,23.5,0.0516,0.166,0.424,0.625,NA
107984951,13.6,-0.0393,0.169,0.424,NA,NA
5708,212,-0.0702,0.121,0.425,0.626,PSMD2
9214,9.66,0.0348,0.169,0.425,NA,FCMR
100500832,477,-0.0627,0.0948,0.427,0.629,MIR3658
102466235,15.2,-0.0406,0.168,0.428,NA,MIR7515
360155,10,-0.0358,0.169,0.428,NA,CYCSP52
7257,1580,0.059,0.0862,0.43,0.633,TSNAX
26782,44.6,0.0599,0.159,0.431,0.633,SNORA66
6004,4730,-0.049,0.0679,0.431,0.633,RGS16
5313,85.3,-0.0673,0.144,0.431,0.633,PKLR
9869,7640,0.0465,0.0637,0.432,0.633,SETDB1
57134,5000,-0.0502,0.0706,0.432,0.634,MAN1C1
4548,4630,0.0486,0.0675,0.433,0.634,MTR
5451,5940,0.0503,0.0705,0.433,0.634,POU2F1
9911,445,0.0646,0.103,0.434,0.635,TMCC2
9048,11.3,-0.0356,0.169,0.435,NA,ARTN
4528,31.3,0.0538,0.163,0.435,0.636,MTIF2
7389,2550,-0.0635,0.101,0.436,0.637,UROD
163786,3300,-0.0615,0.0953,0.437,0.637,SASS6
388685,17.3,-0.0435,0.167,0.437,NA,LINC01138
677802,10.3,0.0351,0.169,0.438,NA,SNORA14B
101929790,21.9,0.047,0.166,0.439,NA,NA
29889,11900,0.0492,0.0708,0.439,0.641,GNL2
5724,7.67,-0.03,0.169,0.44,NA,PTAFR
116228,11500,-0.0546,0.0813,0.44,0.641,COX20
400798,76.1,0.0655,0.148,0.441,0.642,C1orf220
107985725,11,-0.0341,0.169,0.443,NA,NA
56900,4670,0.0552,0.0831,0.444,0.646,TMEM167B
9927,10400,-0.0512,0.0753,0.445,0.648,MFN2
4738,32.1,-0.0522,0.162,0.447,0.648,NEDD8
107985229,23.3,0.0467,0.165,0.447,0.648,NA
57863,12.4,0.0343,0.169,0.447,NA,CADM3
4921,327,-0.066,0.116,0.447,0.648,DDR2
1118,12.2,-0.0352,0.168,0.447,NA,CHIT1
105371175,29.9,-0.0512,0.163,0.447,0.648,NA
100147773,79.1,0.0638,0.149,0.447,0.648,NA
100507564,212,0.0666,0.12,0.448,0.648,NA
339539,13.5,-0.0365,0.168,0.448,NA,NA
51375,4560,0.05,0.073,0.448,0.648,SNX7
30836,14200,-0.0572,0.0886,0.449,0.648,DNTTIP2
5876,11900,0.0536,0.0792,0.449,0.648,RABGGTB
7059,2040,-0.0643,0.111,0.449,0.648,THBS3
102723465,29.8,0.05,0.164,0.45,0.648,NA
4000,6010,-0.0645,0.111,0.452,0.65,LMNA
64175,2880,0.0551,0.084,0.452,0.65,P3H1
100191040,8.74,-0.0304,0.169,0.452,NA,C2CD4D
4566,49.7,0.0585,0.156,0.452,0.65,NA
63950,492,-0.059,0.0941,0.452,0.65,DMRTA2
84879,1930,-0.059,0.0942,0.453,0.65,MFSD2A
148304,430,0.0598,0.0961,0.453,0.65,C1orf74
343450,34.5,-0.054,0.16,0.453,0.65,KCNT2
81552,932,-0.0562,0.0875,0.454,0.651,VOPP1
84919,17300,-0.047,0.068,0.455,0.651,PPP1R15B
100288805,10.5,-0.0344,0.168,0.455,NA,NA
284576,51.4,-0.0583,0.155,0.456,0.652,LEMD1-AS1
692235,48.9,0.059,0.155,0.456,0.652,NA
56605,546,-0.0619,0.105,0.457,0.652,ERO1B
2005,10800,0.055,0.0846,0.457,0.652,ELK4
60,53.9,-0.0589,0.154,0.457,0.652,ACTB
128,69.9,0.0612,0.151,0.458,0.653,ADH5
106633810,12.1,0.0349,0.168,0.459,NA,NA
257415,9.65,0.0332,0.168,0.459,NA,FAM133B
158160,53.3,-0.0587,0.154,0.459,0.654,HSD17B7P2
333926,73.8,0.0612,0.15,0.46,0.655,PPM1J
27316,667,0.0595,0.098,0.46,0.655,RBMX
79802,18.1,0.0407,0.166,0.463,NA,HHIPL2
6231,45,-0.0558,0.157,0.463,0.659,RPS26
2135,7260,0.0536,0.0823,0.463,0.659,EXTL2
101927050,8.37,-0.0304,0.169,0.464,NA,NA
84842,13.9,0.0373,0.167,0.464,NA,HPDL
83667,1480,-0.0606,0.103,0.464,0.66,SESN2
81609,8250,-0.046,0.0692,0.465,0.661,SNX27
3149,92.4,-0.0617,0.145,0.466,0.661,HMGB3
54665,6040,0.054,0.0854,0.467,0.661,RSBN1
81025,28.1,0.0496,0.162,0.467,0.661,GJA9
7818,13400,0.0438,0.0654,0.468,0.662,DAP3
101928846,30,0.0488,0.162,0.468,0.662,HIPK1-AS1
84451,12.9,-0.0343,0.168,0.469,NA,MAP3K21
55746,5220,0.0487,0.0748,0.469,0.663,NUP133
22996,43,0.054,0.158,0.469,0.663,TTC39A
339541,12.8,0.0354,0.168,0.47,NA,ARMH1
406962,76.6,0.053,0.159,0.47,0.663,MIR186
51086,14.4,-0.0372,0.167,0.471,NA,TNNI3K
54927,224,0.0622,0.114,0.471,0.664,CHCHD3
51430,16500,0.0557,0.0846,0.472,0.665,SUCO
100506317,9.21,0.0311,0.168,0.473,NA,NA
29929,2370,0.0539,0.0859,0.475,0.669,ALG6
10000,16200,-0.0498,0.0789,0.476,0.67,AKT3
10969,6100,0.0469,0.0734,0.48,0.675,EBNA1BP2
84852,16000,-0.04,0.061,0.481,0.676,ATP1A1-AS1
54583,3390,-0.0488,0.0818,0.481,0.676,EGLN1
163859,1500,-0.048,0.0765,0.482,0.676,SDE2
100287497,127,0.0607,0.141,0.482,0.676,NA
2207,17.6,0.0396,0.166,0.483,NA,FCER1G
10899,6730,0.0448,0.0702,0.484,0.678,JTB
100379251,295,-0.0585,0.106,0.484,0.678,NA
79469,44.7,-0.0509,0.158,0.485,0.678,NA
183,7430,-0.0506,0.0834,0.486,0.679,AGT
128229,130,0.0612,0.133,0.486,0.679,TSACC
27095,5500,-0.0442,0.0702,0.489,0.682,TRAPPC3
83873,21.7,0.0405,0.165,0.49,NA,GPR61
6791,15.7,0.0347,0.167,0.491,NA,NA
51372,113,0.0601,0.136,0.491,0.686,TMA7
105371312,445,-0.0598,0.124,0.494,0.688,NA
476,86200,-0.0391,0.0614,0.494,0.688,ATP1A1
11209,22,-0.0399,0.165,0.494,NA,NA
7398,16500,0.0498,0.0835,0.494,0.688,USP1
9204,2110,0.0451,0.0735,0.495,0.688,ZMYM6
107985358,187,0.0595,0.119,0.495,0.689,NA
107987366,13.1,0.0345,0.167,0.496,NA,NA
100874054,25.4,-0.043,0.163,0.497,0.69,FALEC
50717,12800,0.0404,0.0633,0.497,0.69,DCAF8
6189,34.8,0.0471,0.16,0.497,0.69,RPS3A
3336,11.2,-0.0311,0.167,0.498,NA,HSPE1
10277,7790,-0.0415,0.067,0.498,0.691,UBE4B
55249,10100,-0.0385,0.0611,0.499,0.691,YY1AP1
337873,59.9,0.0551,0.149,0.499,0.691,NA
157769,107,0.058,0.14,0.5,0.691,FAM91A1
10026,2110,-0.0493,0.0845,0.5,0.691,PIGK
677774,8.98,0.0288,0.168,0.5,NA,SCARNA1
100500854,15.7,-0.0354,0.166,0.501,NA,MIR3671
6128,38.1,-0.0478,0.158,0.501,0.693,RPL6
105378616,21.8,0.0412,0.163,0.504,NA,NA
6418,206,0.0582,0.131,0.504,0.696,SET
223,15200,0.0389,0.0626,0.505,0.696,ALDH9A1
4751,1720,0.0527,0.0943,0.505,0.696,NEK2
51692,11100,0.0442,0.0735,0.505,0.696,CPSF3
105378698,38.9,0.0486,0.157,0.507,0.698,NA
1876,3750,0.0482,0.0834,0.508,0.699,E2F6
105378913,12.5,0.0313,0.167,0.509,NA,NA
10159,9.69,-0.0285,0.168,0.509,NA,ATP6AP2
28982,2250,-0.0456,0.0782,0.51,0.701,FLVCR1
6125,89400,-0.0405,0.0683,0.51,0.701,RPL5
647070,1780,0.0432,0.0731,0.514,0.705,NA
284600,17.5,-0.0358,0.165,0.515,NA,NA
105378662,10.6,0.0299,0.167,0.515,NA,NA
3738,330,0.0567,0.124,0.517,0.71,KCNA3
81926,14.8,-0.0309,0.167,0.518,NA,ABHD17A
23261,4130,-0.0395,0.0687,0.518,0.71,CAMTA1
127933,22700,0.0469,0.0832,0.518,0.71,UHMK1
388630,35.5,-0.0462,0.158,0.519,0.71,TRABD2B
100289178,269,0.055,0.112,0.52,0.71,GNG12-AS1
57592,2170,-0.053,0.103,0.52,0.71,ZNF687
90853,164,0.055,0.141,0.52,0.71,SPOCD1
101927479,12.5,-0.0314,0.166,0.521,NA,NA
56950,1290,0.0441,0.0772,0.521,0.711,SMYD2
6632,189,-0.0558,0.127,0.521,0.711,SNRPD1
80143,7980,0.0477,0.0861,0.522,0.712,SIKE1
9528,8790,-0.0434,0.0765,0.524,0.714,TMEM59
101929826,20.9,-0.0381,0.163,0.524,NA,NA
79957,1230,-0.0532,0.107,0.524,0.714,PAQR6
114034,1610,-0.0474,0.0868,0.525,0.714,TOE1
4720,17300,-0.0379,0.0647,0.527,0.716,NDUFS2
101929901,51.3,-0.0482,0.154,0.527,0.716,FOXO6-AS1
3953,284,0.054,0.113,0.528,0.716,LEPR
645455,1090,-0.0466,0.0853,0.528,0.716,NA
5202,6060,-0.0437,0.0783,0.528,0.716,PFDN2
112268412,125,0.0549,0.131,0.529,0.716,NA
107985041,29.3,0.0416,0.161,0.529,0.716,NA
8564,480,-0.0502,0.0973,0.529,0.716,KMO
23358,19100,-0.0404,0.0713,0.532,0.718,USP24
64793,4550,-0.0405,0.0725,0.532,0.718,CEP85
8880,29800,0.0429,0.0734,0.532,0.718,FUBP1
8560,4430,0.041,0.0725,0.533,0.718,DEGS1
2475,12000,-0.039,0.0689,0.533,0.719,MTOR
100287898,26.1,-0.0407,0.161,0.534,0.719,TTC34
115362,12.1,0.0294,0.166,0.536,NA,GBP5
57459,11800,-0.0355,0.0618,0.536,0.72,GATAD2B
79005,879,-0.0472,0.09,0.536,0.72,SCNM1
80222,3420,-0.0447,0.0798,0.536,0.72,TARS2
148423,4010,0.0417,0.0759,0.537,0.72,C1orf52
8574,2270,-0.0465,0.0899,0.537,0.72,AKR7A2
6136,12.5,0.0306,0.166,0.538,NA,RPL12
107985481,36.4,0.0442,0.157,0.54,0.724,NA
729082,14.6,0.0307,0.166,0.54,NA,OIP5-AS1
51142,307,-0.0522,0.113,0.541,0.725,CHCHD2
1889,2130,-0.0487,0.0967,0.541,0.725,ECE1
8804,1610,-0.0466,0.09,0.542,0.725,CREG1
148398,103,-0.0515,0.141,0.542,0.725,SAMD11
81669,8750,0.0405,0.0713,0.543,0.725,CCNL2
107985354,23,0.0353,0.164,0.543,0.726,NA
101927429,8.92,-0.0256,0.167,0.543,NA,NA
84224,305,0.051,0.107,0.543,0.726,NBPF3
6230,13.4,-0.0306,0.166,0.544,NA,RPS25
101927333,19.6,-0.035,0.163,0.544,NA,NA
10393,9.28,0.027,0.167,0.545,NA,ANAPC10
102724312,11.9,0.0295,0.166,0.545,NA,LINC01770
374969,630,-0.0484,0.0975,0.545,0.727,SVBP
83891,8.05,-0.021,0.168,0.545,NA,SNX25
55225,5260,0.0405,0.0745,0.546,0.728,RAVER2
864,24.7,-0.0351,0.163,0.547,0.729,RUNX3
23381,16200,-0.046,0.0908,0.549,0.731,SMG5
2166,15.5,0.0323,0.165,0.55,NA,FAAH
105378688,107,0.0515,0.134,0.552,0.734,NA
619518,75.3,0.049,0.145,0.553,0.735,SSBP3-AS1
10269,6910,0.0428,0.0825,0.555,0.737,ZMPSTE24
653160,124,-0.0506,0.136,0.555,0.737,NA
1488,24.7,-0.0374,0.161,0.555,0.737,CTBP2
105371622,576,-0.0479,0.1,0.556,0.737,NA
101928451,12.7,0.0273,0.166,0.557,NA,NA
6274,31.6,0.0386,0.16,0.558,0.739,S100A3
100129196,31.9,0.0387,0.16,0.558,0.739,MATN1-AS1
10657,24500,-0.0343,0.0665,0.559,0.74,KHDRBS1
107985207,40,-0.0404,0.157,0.561,0.741,NA
100996763,2430,-0.0428,0.0851,0.561,0.741,NOTCH2NLB
643837,1630,-0.0416,0.0784,0.561,0.741,LINC01128
554313,18.6,0.0331,0.163,0.561,NA,H4C15
55248,1330,0.0414,0.0813,0.563,0.743,PACC1
5743,9.69,-0.024,0.167,0.563,NA,PTGS2
8548,2970,-0.0431,0.087,0.563,0.743,BLZF1
10456,8280,-0.0359,0.0677,0.563,0.743,HAX1
26009,10300,0.0431,0.086,0.564,0.743,ZZZ3
100616343,20.8,0.0342,0.162,0.566,NA,MIR4677
6083,33.6,0.0394,0.158,0.566,0.745,SNORD21
101929452,14.3,0.0277,0.166,0.567,NA,NA
101927452,15.1,0.0292,0.165,0.567,NA,NA
5394,10200,0.0326,0.0608,0.567,0.746,EXOSC10
10625,41100,0.0397,0.0771,0.567,0.746,IVNS1ABP
105373113,14,-0.0292,0.165,0.57,NA,LINC01703
51100,18600,0.0393,0.0784,0.57,0.748,SH3GLB1
55631,6330,0.0434,0.0897,0.573,0.752,LRRC40
105372906,10.2,0.0258,0.166,0.574,NA,NA
3146,90.4,-0.0469,0.14,0.575,0.755,HMGB1
6175,8.85,0.0228,0.167,0.577,NA,RPLP0
6224,9.5,0.0242,0.167,0.577,NA,RPS20
388730,623,0.0419,0.0874,0.578,0.756,TMEM81
23633,12100,-0.0329,0.0633,0.578,0.756,KPNA6
9653,25700,0.0419,0.0862,0.578,0.756,HS2ST1
55127,6660,0.0367,0.0732,0.578,0.756,HEATR1
23557,4050,0.035,0.0688,0.579,0.756,SNAPIN
91687,2540,0.0367,0.0727,0.579,0.756,CENPL
11224,37.2,-0.0388,0.156,0.579,0.756,RPL35
646817,13.1,-0.0276,0.165,0.581,NA,SETSIP
618,32.7,0.0381,0.157,0.581,0.758,BCYRN1
79084,10900,-0.0321,0.0629,0.582,0.759,WDR77
105378730,13.6,0.0285,0.165,0.582,NA,NA
375690,81.8,-0.0454,0.143,0.584,0.761,NA
101929691,16.7,-0.0295,0.164,0.585,NA,NA
101929441,26.4,-0.0353,0.159,0.586,0.763,ERLNC1
8655,13.2,0.0267,0.165,0.586,NA,DYNLL1
5664,430,-0.0451,0.104,0.586,0.763,PSEN2
100529239,15.7,-0.0291,0.164,0.587,NA,RPS10-NUDT3
6204,15.7,-0.0291,0.164,0.587,NA,RPS10
100423020,15.2,-0.0291,0.164,0.587,NA,MIR4258
6342,8230,0.037,0.0776,0.589,0.766,SCP2
102465910,11.9,-0.0261,0.165,0.59,NA,MIR6859-3
644068,51.4,0.042,0.15,0.591,0.767,NA
4565,32.5,0.0376,0.157,0.591,0.767,NA
149483,20.5,-0.0303,0.162,0.591,NA,CCDC17
90780,6560,-0.0363,0.0758,0.591,0.767,PYGO2
642273,15.2,0.0276,0.165,0.592,NA,FAM110C
29765,91.5,0.0456,0.136,0.593,0.769,TMOD4
100132111,77.8,-0.0439,0.143,0.594,0.769,NA
2237,28.3,0.0319,0.162,0.594,0.769,FEN1
54460,9730,-0.0341,0.0703,0.595,0.77,MRPS21
4508,11000,0.035,0.0733,0.596,0.771,MT-ATP6
103091866,16.1,-0.0282,0.164,0.597,NA,NA
79830,2700,-0.0399,0.089,0.598,0.772,ZMYM1
101928728,70.1,0.0433,0.144,0.598,0.772,NA
8569,875,0.0385,0.0844,0.598,0.772,MKNK1
92342,1370,0.0409,0.0901,0.599,0.772,METTL18
692195,42.2,0.0386,0.154,0.599,0.772,NA
4536,39200,0.0372,0.0785,0.599,0.772,MT-ND2
79679,13.9,-0.0263,0.165,0.6,NA,VTCN1
6390,4580,-0.034,0.0719,0.6,0.772,SDHB
1653,413000,-0.0139,0.169,0.601,0.773,DDX1
6233,448,0.0432,0.104,0.602,0.773,RPS27A
255631,14.3,-0.0264,0.164,0.602,NA,COL24A1
25802,36.8,-0.0361,0.156,0.605,0.775,LMOD1
23013,14900,0.0335,0.0719,0.605,0.775,SPEN
50809,23800,0.031,0.0648,0.605,0.775,HP1BP3
25912,24500,-0.0293,0.0635,0.605,0.775,C1orf43
112970,378,0.0417,0.0986,0.605,0.775,KTI12
9860,4280,0.0333,0.071,0.606,0.775,LRIG2
100505728,76.3,0.0419,0.145,0.606,0.775,NA
101928344,63.1,0.0403,0.149,0.606,0.775,NA
100526835,209,-0.0438,0.113,0.607,0.775,FPGT-TNNI3K
388650,5010,0.0396,0.0905,0.608,0.776,DIPK1A
84288,4640,0.0331,0.0718,0.608,0.776,EFCAB2
2329,32.8,-0.0352,0.156,0.609,0.777,FMO4
105378863,19.7,0.0283,0.163,0.609,NA,NA
107985189,68.6,0.0409,0.146,0.61,0.777,NA
127943,32.9,-0.0345,0.157,0.611,0.777,FCRLB
79098,19.6,-0.0272,0.163,0.611,NA,C1orf116
10236,38800,-0.0321,0.0696,0.611,0.777,HNRNPR
100628315,17,-0.0278,0.163,0.612,NA,NA
9789,1700,-0.0364,0.0821,0.612,0.777,SPCS2
51027,463,0.0397,0.0931,0.612,0.777,BOLA1
284649,111,0.0403,0.147,0.612,0.777,NA
1604,179,-0.0437,0.123,0.612,0.777,CD55
51032,9.56,-0.0207,0.167,0.613,NA,CELA2B
114883,4750,0.0356,0.0796,0.614,0.779,OSBPL9
400761,15,-0.0249,0.165,0.615,NA,NA
10885,18700,-0.034,0.077,0.615,0.78,WDR3
102800314,89,-0.0415,0.14,0.617,0.782,NA
101929715,27.9,0.0332,0.158,0.618,0.783,NA
107985523,114,-0.0426,0.129,0.62,0.785,NA
388722,16.9,0.027,0.163,0.62,NA,C1orf53
149371,762,0.0372,0.0872,0.62,0.785,EXOC8
148808,91.2,-0.0415,0.137,0.622,0.786,MFSD4A
249,23.8,-0.0305,0.16,0.622,0.786,ALPL
105376781,40.1,0.0366,0.153,0.622,0.786,NA
100189122,28.5,-0.0321,0.158,0.623,0.787,NA
54977,12.7,-0.0239,0.165,0.624,NA,SLC25A38
27101,21000,0.0321,0.0761,0.625,0.787,CACYBP
1915,457,-0.0411,0.109,0.625,0.787,EEF1A1
23095,42800,0.0247,0.0625,0.625,0.788,KIF1B
107985761,12.3,0.0238,0.165,0.626,NA,NA
84871,138,0.0419,0.125,0.628,0.79,AGBL4
11080,2300,0.0291,0.0923,0.628,0.79,DNAJB4
148362,1990,0.0378,0.0885,0.629,0.79,BROX
284615,306,0.0404,0.107,0.631,0.792,ANKRD34A
79814,35.2,0.0343,0.154,0.631,0.792,AGMAT
79000,1700,0.0318,0.0739,0.634,0.795,AUNIP
55353,9.8,-0.0195,0.166,0.634,NA,LAPTM4B
57198,5200,-0.0337,0.0809,0.634,0.795,ATP8B2
5208,3410,0.0327,0.0784,0.634,0.795,PFKFB2
4194,13800,0.0288,0.0656,0.636,0.796,MDM4
107986265,72.3,0.0392,0.141,0.636,0.796,NA
178,6610,-0.0311,0.0911,0.637,0.796,AGL
101669762,3510,-0.0304,0.0692,0.637,0.796,BLACAT1
9398,9300,-0.0267,0.0609,0.637,0.796,CD101
54865,7010,0.027,0.0622,0.641,0.8,GPATCH4
100288079,11.5,0.0222,0.165,0.643,NA,NA
339487,2050,0.0321,0.0766,0.644,0.803,ZBTB8OS
23285,141,-0.039,0.134,0.644,0.803,NA
3964,980,0.0355,0.0908,0.646,0.805,LGALS8
79932,10200,0.0261,0.0625,0.646,0.805,KIAA0319L
105378839,71,0.0357,0.148,0.648,0.805,NA
374946,10400,0.0279,0.0665,0.648,0.805,DRAXIN
777,828,0.0354,0.0914,0.648,0.805,CACNA1E
107985018,13.9,0.0224,0.164,0.649,NA,NA
105371637,19.7,0.0265,0.161,0.65,NA,NA
100996511,392,-0.0379,0.107,0.65,0.807,NA
105378925,15.3,0.0242,0.163,0.651,NA,NA
112268267,69.1,0.037,0.142,0.651,0.808,NA
100861504,9.41,-0.0197,0.166,0.651,NA,LINC00538
11189,2240,-0.0293,0.0726,0.653,0.81,CELF3
5321,5750,0.0237,0.086,0.654,0.81,PLA2G4A
731275,38.6,0.0315,0.155,0.654,0.81,NA
55205,21.1,0.0253,0.162,0.655,NA,ZNF532
23528,7660,-0.0315,0.0798,0.655,0.811,ZNF281
105373346,20.7,-0.0258,0.161,0.656,NA,NA
100132403,51.3,0.0349,0.147,0.656,0.812,NA
280,192,0.0382,0.13,0.657,0.812,AMY2B
57470,2790,-0.0296,0.0747,0.658,0.813,LRRC47
105371698,19.5,-0.0247,0.162,0.659,NA,NA
105376892,18.6,0.0246,0.162,0.66,NA,NA
105373436,27.8,-0.024,0.162,0.661,0.816,NA
257106,31.9,0.0304,0.155,0.661,0.816,ARHGAP30
105378834,23.8,-0.026,0.16,0.662,0.817,NA
118433,11.2,0.021,0.165,0.663,NA,NA
100861532,3760,0.0288,0.0733,0.665,0.818,NA
100008589,3760,0.0288,0.0733,0.665,0.818,NA
55234,87.8,0.0365,0.137,0.665,0.818,SMU1
100506023,37.2,-0.0304,0.154,0.665,0.818,NA
4610,830,-0.0322,0.0871,0.666,0.818,MYCL
102723543,35.8,0.0288,0.157,0.666,0.818,NA
2923,2510,0.0283,0.0728,0.668,0.819,PDIA3
677823,13.9,0.0202,0.165,0.668,NA,SNORA80E
107985228,29.7,0.0282,0.157,0.669,0.821,NA
54455,3940,-0.0259,0.066,0.67,0.821,FBXO42
109864279,5190,0.027,0.0697,0.672,0.822,NA
109864282,5190,0.027,0.0697,0.672,0.822,NA
653121,2320,0.0297,0.0787,0.672,0.822,ZBTB8A
56063,452,-0.0355,0.109,0.673,0.822,TMEM234
200162,839,0.0323,0.0897,0.673,0.822,SPAG17
23271,39100,-0.0301,0.0816,0.673,0.822,CAMSAP2
6276,125,-0.036,0.128,0.674,0.822,S100A5
7812,1e+05,0.023,0.0759,0.674,0.823,CSDE1
64710,203000,0.035,0.0814,0.676,0.824,NUCKS1
105378668,47.8,0.0316,0.149,0.677,0.824,MYCL-AS1
7341,422,0.0334,0.0975,0.677,0.824,SUMO1
109910379,5250,0.0263,0.069,0.678,0.824,NA
109910382,5250,0.0263,0.069,0.678,0.824,NA
26119,625,-0.0338,0.101,0.678,0.824,LDLRAP1
27252,3840,0.0278,0.0744,0.678,0.824,KLHL20
55113,40.7,0.0303,0.152,0.679,0.824,XKR8
7188,1430,-0.0293,0.0798,0.68,0.824,TRAF5
7133,321,-0.0351,0.113,0.68,0.824,TNFRSF1B
643314,6600,-0.0242,0.0636,0.68,0.824,NA
80342,73.6,0.0339,0.142,0.681,0.824,TRAF3IP3
6129,10800,-0.0288,0.0797,0.681,0.824,RPL7
102465909,17.5,-0.023,0.161,0.681,NA,MIR6859-2
284695,8990,0.0301,0.0843,0.682,0.824,ZNF326
51538,6080,-0.0268,0.0728,0.682,0.824,ZCCHC17
115209,1760,0.03,0.084,0.683,0.824,OMA1
11163,997,-0.0304,0.0867,0.683,0.824,NUDT4
2635,118,0.0344,0.135,0.683,0.824,GBP3
107985734,45.9,-0.0302,0.15,0.683,0.824,NA
79927,10.2,-0.0182,0.165,0.685,NA,FAM110D
7579,1340,0.0282,0.074,0.685,0.826,ZSCAN20
107985338,54.4,0.0316,0.146,0.687,0.827,NA
55758,1670,-0.0294,0.0842,0.687,0.827,RCOR3
149478,107,-0.0337,0.136,0.688,0.827,BTBD19
60484,16.9,-0.0223,0.162,0.688,NA,HAPLN2
7412,22.6,0.0242,0.16,0.689,0.828,VCAM1
388753,677,0.0288,0.0905,0.69,0.828,COA6
11337,18.7,0.0231,0.161,0.691,NA,GABARAP
105376823,9.45,-0.0168,0.166,0.691,NA,NA
101929099,56.9,0.0312,0.146,0.693,0.831,CD101-AS1
91181,10.5,-0.0175,0.165,0.693,NA,NUP210L
107985204,21,-0.0232,0.16,0.694,NA,NA
54206,7560,0.0261,0.0744,0.694,0.833,ERRFI1
55735,4940,-0.0268,0.0772,0.696,0.834,DNAJC11
107985124,23.8,0.0236,0.159,0.697,0.835,NA
6924,8030,-0.0239,0.0615,0.697,0.835,ELOA
55870,24000,0.0254,0.0741,0.698,0.835,ASH1L
1116,2650,-0.0297,0.0869,0.698,0.835,CHI3L1
106631777,5190,0.0245,0.0696,0.7,0.836,NA
106632264,5190,0.0245,0.0696,0.7,0.836,NA
100289211,8.5,0.0148,0.167,0.7,NA,LINC00624
79605,1210,-0.0287,0.0875,0.701,0.837,PGBD5
107985057,21.5,0.0231,0.16,0.702,NA,NA
127003,31.1,-0.0236,0.159,0.702,0.837,CFAP276
9816,3120,0.0243,0.0695,0.703,0.837,URB2
102724077,87.4,-0.0311,0.139,0.703,0.837,NA
10747,275,-0.0326,0.118,0.703,0.837,MASP2
105373218,10.3,0.0171,0.165,0.704,NA,NA
10694,213,0.0322,0.113,0.705,0.839,CCT8
112543491,122,-0.032,0.131,0.706,0.839,NA
101928163,19.5,0.0211,0.161,0.706,NA,NA
51094,13500,-0.0221,0.064,0.708,0.841,ADIPOR1
54741,2970,0.0245,0.0722,0.709,0.842,LEPROT
200205,358,0.0315,0.11,0.709,0.842,IBA57
1744,296,0.0307,0.103,0.71,0.842,NA
101928650,28.5,-0.0246,0.156,0.711,0.842,GORAB-AS1
400812,48.5,0.0283,0.148,0.711,0.842,NA
