ID,Description,k,K,GeneRatio,BgRatio,Ek,enr_ratio,pvalue,p.adjust,Count,n_in_table,N_in_table,RichFactor,FoldEnrichment,zScore,qvalue,geneID
WP1984,Integrated breast cancer pathway,20,144,20/651,144/7052,13.293250141803744,1.5045229561358593,0.04122115345778241,0.4831409715323412,20,651,7052,0.1388888888888889,1.5045229561358593,1.950643708588545,0.45954069015718035,AURKA/BAK1/BAX/BLM/CDC25B/CHEK1/CHEK2/ESR1/FOSL1/GADD45A/MDM2/MRE11/MSH2/NOXA1/ODC1/PLK1/PLK3/RAD51/RRAS/TFPI
WP2864,Apoptosis related network due to altered Notch3 in ovarian cancer,9,51,9/651,51/7052,4.708026091888826,1.9116291677961508,0.041654223766006165,0.4831409715323412,9,651,7052,0.17647058823529413,1.9116291677961508,2.083604080778481,0.45954069015718035,BCL3/BIRC5/CDKN1A/ERBB3/ETS1/IER3/SOCS3/SQSTM1/TNFRSF10B
WP2848,Pluripotent stem cell differentiation pathway,7,36,7/651,36/7052,3.323312535450936,2.106332138590203,0.04346814299283404,0.4831409715323412,7,651,7052,0.19444444444444445,2.106332138590203,2.122188354022706,0.45954069015718035,ALK/FGF1/IL6/KIT/NOTCH1/NTF4/TGFB3
WP399,Wnt signaling and pluripotency,14,93,14/651,93/7052,8.585224049914919,1.6307087524569313,0.04511023474672396,0.4831409715323412,14,651,7052,0.15053763440860216,1.6307087524569317,1.9524901511774044,0.45954069015718035,ESRRB/FOSL1/FRAT1/FZD8/FZD9/LDLR/NKD2/PLAU/PPM1J/PRKCB/RACGAP1/WNT10B/WNT6/WNT9B
WP5344,Cardiomyocyte signaling converging on titin,6,29,6/651,29/7052,2.6771128757799207,2.241220403623073,0.04575512653570738,0.4831409715323412,6,651,7052,0.20689655172413793,2.2412204036230734,2.1358881625915074,0.45954069015718035,ADRB1/ADRB2/ANKRD1/CSRP3/MDM2/TCAP
WP430,Statin inhibition of cholesterol production,5,22,5/651,22/7052,2.0309132161089054,2.4619466554950424,0.046349097077704744,0.4831409715323412,5,651,7052,0.22727272727272727,2.4619466554950424,2.1900656925616664,0.45954069015718035,APOA2/APOC3/LCAT/LDLR/SQLE
WP176,Folate metabolism,9,52,9/651,52/7052,4.800340328984685,1.8748670684154556,0.046429076696458925,0.4831409715323412,9,651,7052,0.17307692307692307,1.8748670684154554,2.019234040613375,0.45954069015718035,FOLR1/GPX1/GPX3/ICAM1/IL6/LDLR/SERPINA3/SHMT1/SOD3
WP2263,Androgen receptor network in prostate cancer,15,102,15/651,102/7052,9.416052183777651,1.5930243064967924,0.04657731588301982,0.4831409715323412,15,651,7052,0.14705882352941177,1.5930243064967922,1.9238540234250974,0.45954069015718035,BAX/BLM/CDC25B/CDK1/CDKN1A/CHEK1/CHEK2/HSD17B2/HSD3B1/MAP4K1/MDM2/MRE11/MSH2/NOXA1/PLK1
WP710,DNA damage response only ATM dependent,15,102,15/651,102/7052,9.416052183777651,1.5930243064967924,0.04657731588301982,0.4831409715323412,15,651,7052,0.14705882352941177,1.5930243064967922,1.9238540234250974,0.45954069015718035,BAK1/BAX/BBC3/BIK/CCNG2/CDKN1A/FOSL1/FRAT1/HMGB1/LDLR/MDM2/PIK3C2G/PLAU/WNT10B/WNT6
WP5115,Network map of SARS CoV 2 signaling,23,175,23/651,175/7052,16.154991491775384,1.4237085802062759,0.051858827566346674,0.5188838845826664,23,651,7052,0.13142857142857142,1.4237085802062759,1.810000558432325,0.49353764735847017,APOA2/BIRC5/CCNB1/CCNB2/CDK1/COL7A1/CXCL2/GGH/GTSE1/IFI44L/IFIT1/IFITM1/IL6/IRF9/JAK2/JUNB/LRG1/MX1/RRAS/RRM2/STEAP3/TP53I3/TRIM59
WP5366,NF1 copy number variation syndrome,12,78,12/651,78/7052,7.200510493477028,1.6665485052581828,0.0527947424474021,0.5188838845826664,12,651,7052,0.15384615384615385,1.6665485052581825,1.8876871814224663,0.49353764735847017,CCNA2/CCNE2/H3C4/H4C14/H4C15/H4C8/RAD51/RFC2/RFC3/RFC4/SYN1/TUBB
WP5358,JAK STAT signaling in the regulation of beta cells,6,30,6/651,30/7052,2.76942711287578,2.166513056835637,0.052912591643735934,0.5188838845826664,6,651,7052,0.2,2.1665130568356377,2.04179321857285,0.49353764735847017,FOXM1/IL6/JAK2/SOCS1/SOCS3/STAT5A
WP1602,Nicotine effect on dopaminergic neurons,4,16,4/651,16/7052,1.4770277935337492,2.708141321044547,0.053414517530568605,0.5188838845826664,4,651,7052,0.25,2.708141321044547,2.181287007875487,0.49353764735847017,CHRNA3/DRD4/PPP1R1B/TH
WP5461,Primary ovarian insufficiency,16,113,16/651,113/7052,10.431508791832105,1.5338145535119556,0.054668341008690266,0.5227660108956007,16,651,7052,0.1415929203539823,1.5338145535119558,1.8242028332234868,0.49723014108233093,AARS2/AMHR2/BLM/BNC1/CENPE/DIAPH2/DMC1/ESR1/HMMR/MND1/NBN/NUP107/RAD51/SGO2/SLX4/XRCC2
WP4673,Male infertility,14,96,14/651,96/7052,8.862166761202495,1.5797491039426526,0.05651306816790045,0.5248270111200637,14,651,7052,0.14583333333333334,1.5797491039426526,1.8238446935542247,0.4991904663732287,CHD2/CYP1A1/ESR1/FAS/GPX1/H4C15/MDM2/MMP9/SHMT1/SOD3/SOX5/TRIP13/XPC/XRCC2
WP2815,Mammary gland development involution stage 4 of 4,3,10,3/651,10/7052,0.9231423709585933,3.249769585253456,0.05745655187098736,0.5248270111200637,3,651,7052,0.3,3.249769585253456,2.270293307390871,0.4991904663732287,BAX/MMP9/SOCS3
WP550,Biogenic amine synthesis,3,10,3/651,10/7052,0.9231423709585933,3.249769585253456,0.05745655187098736,0.5248270111200637,3,651,7052,0.3,3.249769585253456,2.270293307390871,0.4991904663732287,ACHE/COMT/TH
WP5347,IL26 signaling,6,31,6/651,31/7052,2.861741349971639,2.0966255388731976,0.0607126181308732,0.5464135631778588,6,651,7052,0.1935483870967742,2.096625538873197,1.9513341907179016,0.5197225669717164,BAX/ICAM1/IL6/JAK2/MMP9/SOCS3
WP4216,Chromosomal and microsatellite instability in colorectal cancer,11,72,11/651,72/7052,6.646625070901872,1.6549752517494452,0.06463871966599563,0.559728372876539,11,651,7052,0.1527777777777778,1.6549752517494454,1.7813750505234411,0.5323869800494085,APC2/BAK1/BAX/BBC3/BIRC5/CDKN1A/DDB2/GADD45A/MSH2/NTN1/TGFB3
